fish,sl,eye,pec,pel,month,year,side,location,time
1224,41.62,3.23,8.25,4.51,5,2011,R,PAS3,Post
1226,33.97,3.02,7.16,3.82,6,2011,R,PAS3,Post
1226,33.9,3.05,7.2,3.86,6,2011,R,PAS3,Post
1227,36.54,3.31,7.55,3.68,6,2011,R,PAS3,Post
1227,36.54,3.35,7.57,3.69,6,2011,R,PAS3,Post
1229,38.36,3.17,7.91,4.15,5,2011,R,PAS3,Post
1229,38.3,3.16,7.9,4.07,5,2011,R,PAS3,Post
1251,44.86,3.72,8.15,4.47,5,2011,R,PAS4,Post
1251,44.86,3.8,8.14,4.49,5,2011,R,PAS4,Post
1252,51.29,3.49,9.84,5.98,4,2011,R,PAS4,Post
1252,51.23,3.47,9.87,5.95,4,2011,R,PAS4,Post
1253,44.29,3.44,8.33,5.48,5,2011,R,PAS4,Post
1253,44.31,3.46,8.31,5.45,5,2011,R,PAS4,Post
1254,40.12,3.39,8.87,4.3,5,2011,R,PAS4,Post
1254,40.13,3.41,8.84,4.31,5,2011,R,PAS4,Post
1255,53.16,4.12,11.09,7.3,4,2011,R,PAS4,Post
1255,53.2,4.13,11.05,7.31,4,2011,R,PAS4,Post
1256,40.41,3.32,8.87,4.33,5,2011,R,PAS4,Post
1256,40.42,3.34,8.83,4.36,5,2011,R,PAS4,Post
1257,44.69,3.88,8.42,5.46,5,2011,R,PAS4,Post
1257,44.69,3.86,8.4,5.48,5,2011,R,PAS4,Post
1258,39.56,3.2,8.25,4.11,5,2011,R,PAS4,Post
1258,39.53,3.19,8.24,4.1,5,2011,R,PAS4,Post
1260,53.86,4.37,9.74,6.31,4,2011,R,PAS4,Post
1260,53.86,4.4,9.73,6.33,4,2011,R,PAS4,Post
1261,41.68,3.38,9.15,4.44,5,2011,R,PAS4,Post
1261,41.69,3.4,9.18,4.43,5,2011,R,PAS4,Post
1262,43.66,3.36,8.14,5.52,5,2011,R,PAS4,Post
1262,43.63,3.43,8.14,5.52,5,2011,R,PAS4,Post
1263,39.83,3.24,8.91,4.18,5,2011,R,PAS4,Post
1263,39.86,3.22,8.93,4.18,5,2011,R,PAS4,Post
1264,45.21,3.2,9.01,5.84,5,2011,R,PAS4,Post
1264,45.24,3.2,9.01,5.84,5,2011,R,PAS4,Post
1265,41.07,3.54,9.23,4.47,5,2011,R,PAS4,Post
1265,41.09,3.58,9.2,4.46,5,2011,R,PAS4,Post
1266,47.09,4,9.49,6.47,5,2011,R,PAS4,Post
1266,47.04,4.01,9.47,6.45,5,2011,R,PAS4,Post
1267,42.13,3.39,8.61,4.26,5,2011,R,PAS4,Post
1267,42.15,3.38,8.65,4.23,5,2011,R,PAS4,Post
1268,44.49,3.78,9.93,4.31,5,2011,R,PAS4,Post
1268,44.48,3.74,9.97,4.34,5,2011,R,PAS4,Post
1294,44.8,3.85,8.89,6.25,6,2011,R,OFB3,Post
1294,44.8,3.86,8.89,6.26,6,2011,R,OFB3,Post
1295,48.28,3.85,8.85,6.15,6,2011,R,OFB3,Post
1295,48.26,3.84,8.87,6.15,6,2011,R,OFB3,Post
1296,63.43,4.67,10.03,7.7,4,2011,R,OFB3,Post
1296,63.47,4.65,10.04,7.71,4,2011,R,OFB3,Post
1297,45.08,3.87,8.19,5.92,6,2011,R,OFB3,Post
1297,45.08,3.85,8.21,5.9,6,2011,R,OFB3,Post
1298,49.64,4.22,9.56,6.67,6,2011,R,OFB3,Post
1298,49.67,4.21,9.53,6.66,6,2011,R,OFB3,Post
1299,45.35,3.84,7.94,5.7,6,2011,R,OFB3,Post
1299,45.37,3.82,7.99,5.68,6,2011,R,OFB3,Post
1300,46.66,3.98,8.53,6.06,6,2011,R,OFB3,Post
1300,46.62,3.96,8.52,6.06,6,2011,R,OFB3,Post
1301,50.75,4.26,8.83,6.49,6,2011,R,OFB3,Post
1301,50.73,4.25,8.84,6.5,6,2011,R,OFB3,Post
1302,45.3,4.22,9.45,6.32,6,2011,R,OFB3,Post
1302,45.29,4.2,9.45,6.3,6,2011,R,OFB3,Post
1303,35.53,3.18,6.62,4.22,7,2011,R,OFB3,Post
1303,35.54,3.16,6.66,4.22,7,2011,R,OFB3,Post
1304,40.07,3.61,7.88,5.28,6,2011,R,OFB3,Post
1304,40.1,3.64,7.85,5.26,6,2011,R,OFB3,Post
1305,48.81,4.32,9.89,6.56,6,2011,R,OFB3,Post
1305,48.8,4.37,9.9,6.53,6,2011,R,OFB3,Post
1306,50.28,4.48,10.34,6.89,6,2011,R,OFB3,Post
1306,50.31,4.5,10.35,6.89,6,2011,R,OFB3,Post
1308,46.31,4.19,8.5,6.14,6,2011,R,OFB3,Post
1308,46.33,4.18,8.56,6.15,6,2011,R,OFB3,Post
1310,45.5,3.98,9.65,6.53,6,2011,R,OFB3,Post
1310,45.53,3.97,9.63,6.52,6,2011,R,OFB3,Post
1311,38.86,3.73,8.17,5.41,7,2011,R,OFB3,Post
1311,38.85,3.76,8.13,5.4,7,2011,R,OFB3,Post
1312,40.14,3.9,6.85,5.06,6,2011,R,OFB3,Post
1312,40.18,3.9,6.87,5.09,6,2011,R,OFB3,Post
1313,36.45,3.2,6.59,4.56,7,2011,R,OFB3,Post
1313,36.45,3.23,6.61,4.58,7,2011,R,OFB3,Post
1314,49.5,4.03,10.84,5.2,5,2011,R,PAS3,Post
1314,49.5,4.04,10.81,5.21,5,2011,R,PAS3,Post
1315,40.77,3.27,8.34,4.39,6,2011,R,PAS3,Post
1315,40.8,3.29,8.37,4.36,6,2011,R,PAS3,Post
1316,50.01,4.05,11.4,5.48,5,2011,R,PAS3,Post
1316,50.03,4.04,11.38,5.48,5,2011,R,PAS3,Post
1317,47.55,3.68,10.73,5.21,6,2011,R,PAS3,Post
1317,47.55,3.65,10.74,5.21,6,2011,R,PAS3,Post
1318,44.2,3.51,9.53,4.61,6,2011,R,PAS3,Post
1318,44.18,3.5,9.55,4.61,6,2011,R,PAS3,Post
1319,37.65,3.18,7.64,3.47,6,2011,R,PAS3,Post
1319,37.66,3.18,7.62,3.49,6,2011,R,PAS3,Post
1320,58.22,4.4,13.06,6.55,4,2011,R,PAS3,Post
1320,58.23,4.4,13.02,6.56,4,2011,R,PAS3,Post
1321,50.63,4.06,11.24,5.49,5,2011,R,PAS3,Post
1321,50.66,4.08,11.27,5.46,5,2011,R,PAS3,Post
1322,49.15,3.79,10.49,5.21,5,2011,R,PAS3,Post
1322,49.19,3.81,10.46,5.21,5,2011,R,PAS3,Post
1323,35.56,3.13,7.72,3.68,7,2011,R,PAS3,Post
1323,35.55,3.13,7.71,3.67,7,2011,R,PAS3,Post
1324,48.03,3.92,10.08,4.51,6,2011,R,PAS3,Post
1324,48.03,3.93,10.12,4.54,6,2011,R,PAS3,Post
1325,42.64,3.58,9.41,4.66,6,2011,R,PAS3,Post
1325,42.64,3.57,9.44,4.62,6,2011,R,PAS3,Post
1326,46.03,3.86,10.27,4.79,6,2011,R,PAS3,Post
1326,46.06,3.88,10.25,4.79,6,2011,R,PAS3,Post
1327,38.01,3.44,8.12,4,6,2011,R,PAS3,Post
1327,38.06,3.48,8.11,3.98,6,2011,R,PAS3,Post
1328,35.14,3.24,7.48,3.4,7,2011,R,PAS3,Post
1328,35.18,3.26,7.52,3.43,7,2011,R,PAS3,Post
1330,43.52,3.93,9.39,4.58,6,2011,R,PAS3,Post
1330,43.51,3.93,9.34,4.56,6,2011,R,PAS3,Post
1331,40.51,4.01,9.11,4.54,6,2011,R,PAS3,Post
1331,40.49,4.05,9.11,4.56,6,2011,R,PAS3,Post
1332,46.28,3.43,9.89,4.6,6,2011,R,PAS3,Post
1332,46.28,3.46,9.92,4.55,6,2011,R,PAS3,Post
1333,43.88,3.23,9.45,4.77,6,2011,R,PAS3,Post
1333,43.89,3.27,9.48,4.74,6,2011,R,PAS3,Post
1334,52.88,4.01,10.08,6.81,5,2011,R,PAS4,Post
1334,52.88,4.02,10.09,6.85,5,2011,R,PAS4,Post
1335,42.88,3.78,8.96,4.83,6,2011,R,PAS4,Post
1335,42.88,3.79,8.92,4.85,6,2011,R,PAS4,Post
1336,52.71,4.45,9.53,6.51,5,2011,R,PAS4,Post
1336,52.72,4.47,9.51,6.53,5,2011,R,PAS4,Post
1337,52.17,4.16,11.38,5.65,5,2011,R,PAS4,Post
1337,52.16,4.19,11.39,5.66,5,2011,R,PAS4,Post
1338,54.83,4.52,10.15,7.25,5,2011,R,PAS4,Post
1338,54.79,4.53,10.11,7.27,5,2011,R,PAS4,Post
1339,47.38,4.08,8.8,6.57,6,2011,R,PAS4,Post
1339,47.79,4.05,8.78,6.6,6,2011,R,PAS4,Post
1340,55.75,4.28,9.61,7.04,5,2011,R,PAS4,Post
1340,55.73,4.27,9.63,7.05,5,2011,R,PAS4,Post
1341,49.56,3.89,9.33,6.69,5,2011,R,PAS4,Post
1341,49.57,3.88,9.33,6.63,5,2011,R,PAS4,Post
1342,52.53,4.6,8.93,6.96,5,2011,R,PAS4,Post
1342,52.53,4.59,8.94,6.96,5,2011,R,PAS4,Post
1344,59,4.51,9.71,7.55,4,2011,R,PAS4,Post
1344,59.03,4.52,9.71,7.51,4,2011,R,PAS4,Post
1345,50.59,4.15,8.84,6.09,5,2011,R,PAS4,Post
1345,50.59,4.14,8.83,6.08,5,2011,R,PAS4,Post
1346,49.9,4.06,9.14,6.14,5,2011,R,PAS4,Post
1346,49.86,4.03,9.14,6.18,5,2011,R,PAS4,Post
1347,42.15,3.64,9.13,4.67,6,2011,R,PAS4,Post
1347,42.18,3.66,9.12,4.67,6,2011,R,PAS4,Post
1348,49.94,4,8.63,6.21,5,2011,R,PAS4,Post
1348,49.95,4.01,8.64,6.23,5,2011,R,PAS4,Post
1349,54.3,4.06,10.09,6.91,5,2011,R,PAS4,Post
1349,53.34,4.05,10.07,6.94,5,2011,R,PAS4,Post
1350,52.53,4.39,9.66,6.69,5,2011,R,PAS4,Post
1350,52.49,4.4,9.64,6.65,5,2011,R,PAS4,Post
1352,46.04,4.09,10.14,4.77,6,2011,R,PAS4,Post
1352,46.03,4.1,10.14,4.78,6,2011,R,PAS4,Post
1353,46.37,3.82,9.2,4.47,6,2011,R,PAS4,Post
1353,46.39,3.83,9.25,4.46,6,2011,R,PAS4,Post
1414,41.55,3.76,7.92,5.11,6,2011,R,PAS2,Post
1414,41.56,3.78,7.91,5.13,6,2011,R,PAS2,Post
1415,45.27,4.12,8.01,5.81,6,2011,R,PAS2,Post
1415,45.25,4.12,8,5.83,6,2011,R,PAS2,Post
1416,45.9,4.14,8.11,5.64,6,2011,R,PAS2,Post
1416,45.96,4.17,8.11,5.64,6,2011,R,PAS2,Post
1417,42.8,3.84,8.25,5.65,6,2011,R,PAS2,Post
1417,42.85,3.8,8.25,5.66,6,2011,R,PAS2,Post
1418,43.64,3.86,8.42,6.07,6,2011,R,PAS2,Post
1418,43.64,3.83,8.44,6.09,6,2011,R,PAS2,Post
1419,48.08,4.22,8.9,6.05,6,2011,R,PAS2,Post
1419,48.09,4.24,8.9,6.06,6,2011,R,PAS2,Post
1420,49.77,4.28,9.24,6.39,5,2011,R,PAS2,Post
1420,49.78,4.25,9.26,6.39,5,2011,R,PAS2,Post
1421,46.95,4.17,8.77,6.09,6,2011,R,PAS2,Post
1421,46.96,4.13,8.75,6.07,6,2011,R,PAS2,Post
1422,47.56,4.14,8.89,5.4,6,2011,R,PAS2,Post
1422,47.55,4.15,8.86,5.43,6,2011,R,PAS2,Post
1423,41.15,3.82,8.11,5.33,6,2011,R,PAS2,Post
1423,41.17,3.85,8.13,5.35,6,2011,R,PAS2,Post
1424,41.72,3.84,7.9,5.23,6,2011,R,PAS2,Post
1424,41.72,3.86,7.9,5.26,6,2011,R,PAS2,Post
1425,45.18,3.93,7.91,5.27,6,2011,R,PAS2,Post
1425,45.14,3.9,7.9,5.29,6,2011,R,PAS2,Post
1426,47.03,4.11,8.27,5.85,6,2011,R,PAS2,Post
1426,47.03,4.09,8.24,5.81,6,2011,R,PAS2,Post
1427,42.39,3.98,8.05,4.99,6,2011,R,PAS2,Post
1427,42.36,3.95,8.05,4.96,6,2011,R,PAS2,Post
1428,48.7,3.95,9.04,6.3,5,2011,R,PAS2,Post
1428,48.7,3.96,9.04,6.3,5,2011,R,PAS2,Post
1429,42.76,3.94,8.07,5.54,6,2011,R,PAS2,Post
1429,42.74,3.94,8.07,5.55,6,2011,R,PAS2,Post
1430,46.44,3.93,8.6,5.75,6,2011,R,PAS2,Post
1430,46.43,3.92,8.6,5.72,6,2011,R,PAS2,Post
1431,47.52,4.18,9.31,6.18,6,2011,R,PAS2,Post
1431,47.56,4.2,9.32,6.17,6,2011,R,PAS2,Post
1432,44.81,4.15,8.62,5.59,6,2011,R,PAS2,Post
1432,44.79,4.13,8.61,5.58,6,2011,R,PAS2,Post
1433,44.7,3.81,9.07,6.23,6,2011,R,PAS2,Post
1433,44.7,3.83,9.03,6.24,6,2011,R,PAS2,Post
1438,84.4,6.16,16.11,10.46,1,2011,R,PAS6,Post
1438,84.43,6.16,16.12,10.46,1,2011,R,PAS6,Post
1439,69.98,4.77,13.31,6.71,5,2011,R,PAS6,Post
1439,69.95,4.76,13.34,6.71,5,2011,R,PAS6,Post
1452,63.16,4.58,11.92,8.6,6,2011,R,OFB3,Post
1452,63.17,4.57,11.92,8.6,6,2011,R,OFB3,Post
1453,34.68,2.75,6.43,4.69,9,2011,R,OFB3,Post
1453,34.69,2.77,6.42,4.64,9,2011,R,OFB3,Post
1490,46.22,3.96,8.35,6.15,8,2011,R,PAS2,Post
1490,46.25,3.93,8.37,6.15,8,2011,R,PAS2,Post
1491,45.94,4.15,8.49,5.82,8,2011,R,PAS2,Post
1491,45.98,4.13,8.46,5.84,8,2011,R,PAS2,Post
1492,50.17,3.88,8.94,6.54,8,2011,R,PAS2,Post
1492,50.19,3.89,8.92,6.56,8,2011,R,PAS2,Post
1493,52.52,4.16,10.28,6.92,7,2011,R,PAS2,Post
1493,52.53,4.16,10.33,6.92,7,2011,R,PAS2,Post
1494,49.38,3.92,8.76,6.15,8,2011,R,PAS2,Post
1494,49.35,3.93,8.77,6.14,8,2011,R,PAS2,Post
1495,48.99,3.99,8.91,6.33,8,2011,R,PAS2,Post
1495,48.95,3.99,8.9,6.35,8,2011,R,PAS2,Post
1496,55.1,4.42,10.68,7.17,7,2011,R,PAS2,Post
1496,55.09,4.43,10.67,7.18,7,2011,R,PAS2,Post
1497,52.56,4.3,9.37,6.82,7,2011,R,PAS2,Post
1497,52.56,4.3,9.36,6.82,7,2011,R,PAS2,Post
1498,56.95,4.6,10.92,7.12,7,2011,R,PAS2,Post
1498,56.97,4.6,10.92,7.11,7,2011,R,PAS2,Post
1499,52.43,4.09,10.31,7.24,7,2011,R,PAS2,Post
1499,52.43,4.1,10.33,7.23,7,2011,R,PAS2,Post
1500,51.63,3.93,9.76,6.93,7,2011,R,PAS2,Post
1500,51.61,3.94,9.75,6.93,7,2011,R,PAS2,Post
1501,54.1,3.98,10.66,6.94,7,2011,R,PAS2,Post
1501,54.12,3.96,10.65,6.95,7,2011,R,PAS2,Post
1502,62.27,4.69,11.95,7.85,6,2011,R,PAS2,Post
1502,62.26,4.68,11.95,7.85,6,2011,R,PAS2,Post
1503,48.83,3.89,9.6,6.61,8,2011,R,PAS2,Post
1503,48.83,3.87,9.64,6.61,8,2011,R,PAS2,Post
1504,53.67,4.41,10.03,6.81,7,2011,R,PAS2,Post
1504,53.69,4.4,10.01,6.81,7,2011,R,PAS2,Post
1505,56.78,4.43,9.77,6.83,7,2011,R,PAS2,Post
1505,56.75,4.41,9.77,6.85,7,2011,R,PAS2,Post
1506,55.71,4.36,9.78,7.16,7,2011,R,PAS2,Post
1506,55.72,4.38,9.79,7.14,7,2011,R,PAS2,Post
1507,51.94,3.97,9.1,6.22,7,2011,R,PAS2,Post
1507,51.93,3.94,9.1,6.2,7,2011,R,PAS2,Post
1508,49.53,4.01,9.22,6.22,8,2011,R,PAS2,Post
1508,49.52,4.02,9.2,6.26,8,2011,R,PAS2,Post
1509,51.48,3.93,9,6.39,7,2011,R,PAS2,Post
1509,51.5,3.94,8.99,6.4,7,2011,R,PAS2,Post
1510,58.88,4.24,10.78,7.71,7,2011,R,PAS3,Post
1510,58.89,4.23,10.77,7.72,7,2011,R,PAS3,Post
1511,52.66,3.95,10.42,6.98,7,2011,R,PAS3,Post
1511,52.63,3.94,10.42,6.95,7,2011,R,PAS3,Post
1512,56.34,4.37,10.74,7.14,7,2011,R,PAS3,Post
1512,56.37,4.34,10.75,7.19,7,2011,R,PAS3,Post
1513,49.72,3.78,9.66,6.58,8,2011,R,PAS3,Post
1513,49.74,3.77,9.65,6.55,8,2011,R,PAS3,Post
1514,58.02,4.23,10.57,6.92,7,2011,R,PAS3,Post
1514,58.02,4.24,10.59,6.96,7,2011,R,PAS3,Post
1515,55.67,4.14,10.39,6.62,7,2011,R,PAS3,Post
1515,55.69,4.13,10.41,6.6,7,2011,R,PAS3,Post
1516,52.49,4.18,9.25,6.43,7,2011,R,PAS3,Post
1516,52.5,4.19,9.23,6.44,7,2011,R,PAS3,Post
1517,57.49,4.38,10.04,7.23,7,2011,R,PAS3,Post
1517,57.45,4.38,10.04,7.23,7,2011,R,PAS3,Post
1518,50.62,4.13,9.91,6.72,8,2011,R,PAS3,Post
1518,50.62,4.14,9.9,6.72,8,2011,R,PAS3,Post
1519,52.41,3.81,9.26,6.23,7,2011,R,PAS3,Post
1519,52.42,3.84,9.29,6.25,7,2011,R,PAS3,Post
1520,58.23,4.45,11.26,7.77,7,2011,R,PAS3,Post
1520,58.23,4.48,11.25,7.74,7,2011,R,PAS3,Post
1521,57.24,4.01,10.28,6.78,7,2011,R,PAS3,Post
1521,57.23,4,10.29,6.78,7,2011,R,PAS3,Post
1522,55.94,4.12,10.38,7.09,7,2011,R,PAS3,Post
1522,55.95,4.1,10.38,7.08,7,2011,R,PAS3,Post
1523,58.59,4.34,10.04,6.96,7,2011,R,PAS3,Post
1523,58.61,4.38,10.06,6.93,7,2011,R,PAS3,Post
1524,55.63,4.03,10.04,6.65,7,2011,R,PAS3,Post
1524,55.66,4.06,10.03,6.65,7,2011,R,PAS3,Post
1525,55.87,4.29,9.45,6.8,7,2011,R,PAS3,Post
1525,55.89,4.29,9.43,6.79,7,2011,R,PAS3,Post
1526,55.88,4.1,10.46,7.39,7,2011,R,PAS3,Post
1526,55.91,4.09,10.48,7.36,7,2011,R,PAS3,Post
1527,59.75,4.39,10.47,7.49,7,2011,R,PAS3,Post
1527,59.77,4.37,10.46,7.5,7,2011,R,PAS3,Post
1528,55.42,4.13,11,7.95,7,2011,R,PAS3,Post
1528,55.4,4.12,10.99,7.98,7,2011,R,PAS3,Post
1529,46.07,3.79,8.24,5.95,8,2011,R,PAS3,Post
1529,46.06,3.78,8.22,5.92,8,2011,R,PAS3,Post
1530,55.31,3.98,9.74,7.23,7,2011,R,PAS4,Post
1530,55.31,3.99,9.71,7.23,7,2011,R,PAS4,Post
1531,60.72,4.5,11.01,7.39,6,2011,R,PAS4,Post
1531,60.71,4.49,11.01,7.37,6,2011,R,PAS4,Post
1532,57.49,4.37,9.85,6.72,7,2011,R,PAS4,Post
1532,57.47,4.36,9.89,6.75,7,2011,R,PAS4,Post
1533,52.53,3.91,9.42,6.65,7,2011,R,PAS4,Post
1533,52.53,3.89,9.43,6.63,7,2011,R,PAS4,Post
1534,56.77,4.03,9.85,7.06,7,2011,R,PAS4,Post
1534,56.77,4.02,9.86,7.08,7,2011,R,PAS4,Post
1535,56.11,3.87,9.93,6.83,7,2011,R,PAS4,Post
1535,56.11,3.87,9.91,6.82,7,2011,R,PAS4,Post
1536,55.33,4.19,9.99,6.4,7,2011,R,PAS4,Post
1536,55.34,4.19,10.02,6.42,7,2011,R,PAS4,Post
1537,61.41,4.66,11.2,7.6,6,2011,R,PAS4,Post
1537,61.4,4.68,11.22,7.61,6,2011,R,PAS4,Post
1538,69.47,4.74,13.31,9.06,5,2011,R,PAS4,Post
1538,69.45,4.72,13.33,9.05,5,2011,R,PAS4,Post
1539,61.21,4.61,11.71,8.12,6,2011,R,PAS4,Post
1539,61.23,4.62,11.72,8.13,6,2011,R,PAS4,Post
1540,65.7,4.63,11.55,8.43,6,2011,R,PAS4,Post
1540,65.71,4.63,11.54,8.44,6,2011,R,PAS4,Post
1541,59.51,4.38,11.41,7.92,7,2011,R,PAS4,Post
1541,59.52,4.36,11.4,7.91,7,2011,R,PAS4,Post
1542,62.32,4.42,11.47,8.16,6,2011,R,PAS4,Post
1542,62.33,4.4,11.47,8.14,6,2011,R,PAS4,Post
1543,52.52,3.92,9.57,6.59,7,2011,R,PAS4,Post
1543,52.54,3.95,9.59,6.57,7,2011,R,PAS4,Post
1544,62.49,4.41,10.99,7.79,6,2011,R,PAS4,Post
1544,62.5,4.43,10.94,7.8,6,2011,R,PAS4,Post
1545,62.39,4.17,11.11,7.79,6,2011,R,PAS4,Post
1545,62.39,4.19,11.11,7.79,6,2011,R,PAS4,Post
1546,65.38,4.72,11.01,7.65,6,2011,R,PAS4,Post
1546,65.38,4.73,11.03,7.66,6,2011,R,PAS4,Post
1547,52.28,3.96,9.66,6.63,7,2011,R,PAS4,Post
1547,52.29,3.98,9.64,6.64,7,2011,R,PAS4,Post
1548,58.92,4.32,10.15,7.27,7,2011,R,PAS4,Post
1548,58.95,4.32,10.13,7.27,7,2011,R,PAS4,Post
1549,57.51,4.58,10.65,7.57,7,2011,R,PAS4,Post
1549,57.54,4.55,10.68,7.54,7,2011,R,PAS4,Post
1550,63.45,4.19,11.02,7.82,7,2011,R,PAS4,Post
1550,63.48,4.19,11.05,7.83,7,2011,R,PAS4,Post
1551,59.85,4.09,10.54,7.28,7,2011,R,PAS4,Post
1551,59.87,4.08,10.56,7.26,7,2011,R,PAS4,Post
1552,62.89,4.35,10.83,7.92,7,2011,R,PAS4,Post
1552,62.88,4.32,10.83,7.95,7,2011,R,PAS4,Post
1553,61.82,4.17,10.42,7.66,7,2011,R,PAS4,Post
1553,61.8,4.19,10.4,7.65,7,2011,R,PAS4,Post
1554,66.36,4.35,12.3,8.39,7,2011,R,PAS4,Post
1554,66.32,4.36,12.28,8.39,7,2011,R,PAS4,Post
1555,64.57,4.18,11.43,7.96,7,2011,R,PAS4,Post
1555,64.57,4.2,11.45,7.97,7,2011,R,PAS4,Post
1556,71.52,4.65,12.11,8.72,6,2011,R,PAS4,Post
1556,71.54,4.64,12.13,8.72,6,2011,R,PAS4,Post
1557,65.54,4.55,12.64,8.2,7,2011,R,PAS4,Post
1557,65.53,4.57,12.66,8.22,7,2011,R,PAS4,Post
1558,66.7,4.53,11.78,8.15,6,2011,R,PAS4,Post
1558,66.69,4.54,11.79,8.18,6,2011,R,PAS4,Post
1559,63.67,4.3,11.65,8.42,7,2011,R,PAS4,Post
1559,63.69,4.31,11.63,8.42,7,2011,R,PAS4,Post
1560,56.76,4.31,11.02,7.36,8,2011,R,PAS4,Post
1560,56.74,4.33,11.04,7.34,8,2011,R,PAS4,Post
1561,64.57,4.46,11.73,8.3,7,2011,R,PAS4,Post
1561,64.58,4.48,11.74,8.29,7,2011,R,PAS4,Post
1562,63.88,4.52,11.41,8.44,7,2011,R,PAS4,Post
1562,63.85,4.55,11.4,8.47,7,2011,R,PAS4,Post
1563,63.73,4.61,11.49,7.92,7,2011,R,PAS4,Post
1563,63.76,4.63,11.5,7.95,7,2011,R,PAS4,Post
1564,63.25,4.55,11.41,7.75,7,2011,R,PAS4,Post
1564,63.26,4.54,11.43,7.77,7,2011,R,PAS4,Post
1565,63.17,4.38,10.43,7.83,7,2011,R,PAS4,Post
1565,63.18,4.38,10.44,7.84,7,2011,R,PAS4,Post
1566,59.94,4.4,11.22,7.94,7,2011,R,PAS4,Post
1566,59.93,4.41,11.22,7.96,7,2011,R,PAS4,Post
1567,57.37,4.06,10.55,7.3,8,2011,R,PAS4,Post
1567,57.38,4.04,10.57,7.31,8,2011,R,PAS4,Post
1568,59.79,4.29,11.12,7.73,7,2011,R,PAS4,Post
1568,59.75,4.29,11.1,7.75,7,2011,R,PAS4,Post
1569,56.7,4.15,10.8,7.45,8,2011,R,PAS4,Post
1569,56.69,4.15,10.85,7.47,8,2011,R,PAS4,Post
1570,69.58,4.87,11.89,9.01,6,2011,R,PAS3,Post
1570,69.6,4.86,11.89,9.02,6,2011,R,PAS3,Post
1571,57.45,4.21,9.94,7.02,8,2011,R,PAS3,Post
1571,57.5,4.21,9.94,7.02,8,2011,R,PAS3,Post
1572,60.88,4.52,10.95,7.85,7,2011,R,PAS3,Post
1572,60.88,4.51,10.93,7.88,7,2011,R,PAS3,Post
1573,64.86,4.37,11.64,7.86,7,2011,R,PAS3,Post
1573,64.88,4.35,11.64,7.88,7,2011,R,PAS3,Post
1574,69.11,4.78,12.82,8.69,6,2011,R,PAS3,Post
1574,69.11,4.76,12.81,8.65,6,2011,R,PAS3,Post
1575,64.12,4.61,11.35,7.95,7,2011,R,PAS3,Post
1575,64.12,4.63,11.38,7.95,7,2011,R,PAS3,Post
1576,60.42,4.23,10.27,7.31,7,2011,R,PAS3,Post
1576,60.43,4.22,10.25,7.3,7,2011,R,PAS3,Post
1577,64.53,4.45,10.6,7.36,7,2011,R,PAS3,Post
1577,64.51,4.46,10.61,7.37,7,2011,R,PAS3,Post
1578,61.92,4.15,9.85,7.23,7,2011,R,PAS3,Post
1578,61.93,4.17,9.84,7.23,7,2011,R,PAS3,Post
1579,66.06,4.33,12.29,8.76,7,2011,R,PAS3,Post
1579,66.06,4.36,12.26,8.79,7,2011,R,PAS3,Post
1580,59.06,4.24,9.93,7.4,8,2011,R,PAS3,Post
1580,59.04,4.24,9.95,7.43,8,2011,R,PAS3,Post
1581,58.25,4.34,10.84,7.58,8,2011,R,PAS3,Post
1581,58.27,4.33,10.84,7.56,8,2011,R,PAS3,Post
1582,60.74,4.4,10.16,7.14,7,2011,R,PAS3,Post
1582,60.72,4.4,10.15,7.15,7,2011,R,PAS3,Post
1583,65.11,4.23,11.46,7.83,7,2011,R,PAS3,Post
1583,65.13,4.24,11.45,7.85,7,2011,R,PAS3,Post
1584,61.87,4.37,10.69,7.26,7,2011,R,PAS3,Post
1584,61.83,4.39,10.67,7.28,7,2011,R,PAS3,Post
1585,60.58,4.45,9.89,7.17,7,2011,R,PAS3,Post
1585,60.56,4.45,9.89,7.18,7,2011,R,PAS3,Post
1586,66.04,4.53,10.71,7.61,7,2011,R,PAS3,Post
1586,66.03,4.55,10.7,7.63,7,2011,R,PAS3,Post
1587,58.12,4.11,10.82,7.88,8,2011,R,PAS3,Post
1587,58.12,4.1,10.81,7.87,8,2011,R,PAS3,Post
1588,35.65,3.01,6.1,4.28,10,2011,R,PAS3,Post
1588,35.67,3.01,6.11,4.27,10,2011,R,PAS3,Post
1589,51.28,3.98,8.83,6.13,8,2011,R,PAS3,Post
1589,51.23,3.98,8.82,6.13,8,2011,R,PAS3,Post
1590,57.6,4.13,11.15,7.69,8,2011,R,PAS2,Post
1590,57.6,4.15,11.13,7.68,8,2011,R,PAS2,Post
1591,59.91,4.28,10.21,7.16,8,2011,R,PAS2,Post
1591,59.93,4.28,10.21,7.17,8,2011,R,PAS2,Post
1592,54.66,3.7,10.47,7.18,8,2011,R,PAS2,Post
1592,54.67,3.72,10.46,7.18,8,2011,R,PAS2,Post
1593,63.66,4.3,11.93,8.39,7,2011,R,PAS2,Post
1593,63.67,4.31,11.94,8.39,7,2011,R,PAS2,Post
1594,56.87,4.1,9.31,7.29,8,2011,R,PAS2,Post
1594,56.89,4.08,9.37,7.29,8,2011,R,PAS2,Post
1595,51.54,4.11,9.1,6.58,9,2011,R,PAS2,Post
1595,51.56,4.11,9.09,6.59,9,2011,R,PAS2,Post
