fish,sl,eye,pec,pel,month,year,side,location,time
1201,42.4,3.44,7.98,5.13,5,2011,L,PAS2,Post
1201,42.34,3.48,7.99,5.12,5,2011,L,PAS2,Post
1202,41.81,3.5,7.95,5.38,5,2011,L,PAS2,Post
1202,41.84,3.54,7.97,5.38,5,2011,L,PAS2,Post
1203,43.24,3.53,7.89,5.53,5,2011,L,PAS2,Post
1203,43.26,3.51,7.9,5.55,5,2011,L,PAS2,Post
1204,43.18,3.52,7.89,5.54,5,2011,L,PAS2,Post
1204,43.15,3.5,7.88,5.53,5,2011,L,PAS2,Post
1205,49.47,4.16,9.51,6.54,4,2011,L,PAS2,Post
1205,49.48,4.14,9.47,6.51,4,2011,L,PAS2,Post
1206,50.17,3.87,9.44,6.38,4,2011,L,PAS2,Post
1206,50.14,3.84,9.42,6.36,4,2011,L,PAS2,Post
1207,48.48,4.16,8.49,6.23,5,2011,L,PAS2,Post
1207,48.49,4.14,8.52,6.21,5,2011,L,PAS2,Post
1208,39.64,3.16,6.53,4.78,5,2011,L,PAS2,Post
1208,39.63,3.14,6.57,4.7,5,2011,L,PAS2,Post
1211,46.52,3.71,10.21,4.94,5,2011,L,PAS3,Post
1211,46.53,3.71,10.19,4.97,5,2011,L,PAS3,Post
1212,39.29,3.39,8.02,4.25,5,2011,L,PAS3,Post
1212,39.33,3.35,8.06,4.2,5,2011,L,PAS3,Post
1213,40.09,3.32,9.11,4.26,5,2011,L,PAS3,Post
1213,40.06,3.35,9.16,4.2,5,2011,L,PAS3,Post
1214,45.93,3.61,9.54,4.33,5,2011,L,PAS3,Post
1214,45.9,3.63,9.5,4.37,5,2011,L,PAS3,Post
1215,39.14,3.16,7.58,3.69,5,2011,L,PAS3,Post
1215,39.08,3.14,7.53,3.66,5,2011,L,PAS3,Post
1216,38.25,3.22,7.18,3.78,5,2011,L,PAS3,Post
1216,38.26,3.21,7.19,3.79,5,2011,L,PAS3,Post
1217,46.59,3.72,9.13,4.76,5,2011,L,PAS3,Post
1217,46.55,3.72,9.13,4.78,5,2011,L,PAS3,Post
1218,40.71,2.88,8.62,4.33,5,2011,L,PAS3,Post
1218,40.75,2.89,8.62,4.33,5,2011,L,PAS3,Post
1219,37.37,3.07,7.58,3.84,5,2011,L,PAS3,Post
1219,37.37,3.07,7.57,3.89,5,2011,L,PAS3,Post
1220,42.08,3.35,8.85,4.54,5,2011,L,PAS3,Post
1220,42.08,3.36,8.87,4.57,5,2011,L,PAS3,Post
1221,41.52,2.83,8.71,4.26,5,2011,L,PAS3,Post
1221,41.55,2.82,8.76,4.24,5,2011,L,PAS3,Post
1222,47.53,3.63,10.56,5.22,5,2011,L,PAS3,Post
1222,47.54,3.62,10.59,5.26,5,2011,L,PAS3,Post
1223,36.74,3.45,7.52,3.75,5,2011,L,PAS3,Post
1223,36.78,3.46,7.55,3.75,5,2011,L,PAS3,Post
1224,41.62,3.26,8.41,4.57,5,2011,L,PAS3,Post
1224,41.62,3.27,8.44,4.54,5,2011,L,PAS3,Post
1226,33.97,2.84,7.25,3.67,6,2011,L,PAS3,Post
1226,33.9,2.81,7.25,3.62,6,2011,L,PAS3,Post
1227,36.54,3.05,7.24,3.75,6,2011,L,PAS3,Post
1227,36.54,3.02,7.28,3.73,6,2011,L,PAS3,Post
1229,38.36,3.25,7.68,3.98,5,2011,L,PAS3,Post
1229,38.3,3.23,7.63,3.99,5,2011,L,PAS3,Post
1251,44.86,3.53,8.68,4.87,5,2011,L,PAS4,Post
1251,44.86,3.51,8.66,4.9,5,2011,L,PAS4,Post
1252,51.29,3.58,9.61,6.07,4,2011,L,PAS4,Post
1252,51.23,3.59,9.58,6.06,4,2011,L,PAS4,Post
1253,44.29,3.59,8.35,5.35,5,2011,L,PAS4,Post
1253,44.31,3.57,8.33,5.36,5,2011,L,PAS4,Post
1254,40.12,3.24,8.3,4.33,5,2011,L,PAS4,Post
1254,40.13,3.3,8.33,4.32,5,2011,L,PAS4,Post
1255,53.16,4.02,10.55,7.47,4,2011,L,PAS4,Post
1255,53.2,4.03,10.52,7.45,4,2011,L,PAS4,Post
1256,40.41,3.69,8.94,4.3,5,2011,L,PAS4,Post
1256,40.42,3.66,8.91,4.37,5,2011,L,PAS4,Post
1257,44.69,3.81,8.19,5.51,5,2011,L,PAS4,Post
1257,44.69,3.81,8.15,5.52,5,2011,L,PAS4,Post
1258,39.56,3.33,8.21,3.95,5,2011,L,PAS4,Post
1258,39.53,3.36,8.2,3.97,5,2011,L,PAS4,Post
1260,53.86,4.16,10.03,6.41,4,2011,L,PAS4,Post
1260,53.86,4.13,10,6.45,4,2011,L,PAS4,Post
1261,41.68,3.51,9.09,4.7,5,2011,L,PAS4,Post
1261,41.69,3.54,9.04,4.72,5,2011,L,PAS4,Post
1262,43.66,3.59,8.33,5.36,5,2011,L,PAS4,Post
1262,43.63,3.58,8.29,5.36,5,2011,L,PAS4,Post
1263,39.83,3.09,9.08,4.25,5,2011,L,PAS4,Post
1263,39.86,3.07,9.03,4.28,5,2011,L,PAS4,Post
1264,45.21,3.57,9.11,5.42,5,2011,L,PAS4,Post
1264,45.24,3.56,9.12,5.41,5,2011,L,PAS4,Post
1265,41.07,3.46,9.15,4.41,5,2011,L,PAS4,Post
1265,41.09,3.51,9.17,4.41,5,2011,L,PAS4,Post
1266,47.09,3.81,9.37,6.61,5,2011,L,PAS4,Post
1266,47.04,3.84,9.37,6.64,5,2011,L,PAS4,Post
1267,42.13,3.36,8.83,4.26,5,2011,L,PAS4,Post
1267,42.15,3.37,8.86,4.28,5,2011,L,PAS4,Post
1268,44.49,3.61,9.77,4.25,5,2011,L,PAS4,Post
1268,44.48,3.62,9.78,4.25,5,2011,L,PAS4,Post
1294,44.8,3.83,8.58,6.05,6,2011,L,OFB3,Post
1294,44.8,3.8,8.59,6.1,6,2011,L,OFB3,Post
1295,48.28,3.67,8.93,6.18,6,2011,L,OFB3,Post
1295,48.26,3.65,8.94,6.16,6,2011,L,OFB3,Post
1296,63.43,4.6,9.99,7.84,4,2011,L,OFB3,Post
1296,63.47,4.6,9.99,7.84,4,2011,L,OFB3,Post
1297,45.08,3.7,7.73,5.72,6,2011,L,OFB3,Post
1297,45.08,3.69,7.72,5.7,6,2011,L,OFB3,Post
1298,49.64,4.21,9.33,6.88,6,2011,L,OFB3,Post
1298,49.67,4.22,9.35,6.89,6,2011,L,OFB3,Post
1299,45.35,3.7,7.65,5.74,6,2011,L,OFB3,Post
1299,45.37,3.75,7.64,5.77,6,2011,L,OFB3,Post
1300,46.66,3.92,8.48,6.07,6,2011,L,OFB3,Post
1300,46.62,3.92,8.49,6.08,6,2011,L,OFB3,Post
1301,50.75,4.3,9.03,6.34,6,2011,L,OFB3,Post
1301,50.73,4.28,9.04,6.32,6,2011,L,OFB3,Post
1302,45.3,4,9.4,6.03,6,2011,L,OFB3,Post
1302,45.29,4,9.41,6.01,6,2011,L,OFB3,Post
1303,35.53,3.06,6.19,4.18,7,2011,L,OFB3,Post
1303,35.54,3.09,6.21,4.18,7,2011,L,OFB3,Post
1304,40.07,3.6,7.9,5.3,6,2011,L,OFB3,Post
1304,40.1,3.58,7.89,5.34,6,2011,L,OFB3,Post
1305,48.81,3.94,9.36,6.98,6,2011,L,OFB3,Post
1305,48.8,3.91,9.36,6.97,6,2011,L,OFB3,Post
1306,50.28,4.21,10.35,6.49,6,2011,L,OFB3,Post
1306,50.31,4.23,10.39,6.46,6,2011,L,OFB3,Post
1308,46.31,4.08,8.35,5.87,6,2011,L,OFB3,Post
1308,46.33,4.08,8.35,5.86,6,2011,L,OFB3,Post
1310,45.5,3.89,9.82,6.46,6,2011,L,OFB3,Post
1310,45.53,3.88,9.84,6.45,6,2011,L,OFB3,Post
1311,38.86,3.53,8.27,5.53,7,2011,L,OFB3,Post
1311,38.85,3.56,8.29,5.56,7,2011,L,OFB3,Post
1312,40.14,3.72,6.95,4.96,6,2011,L,OFB3,Post
1312,40.18,3.71,6.98,4.99,6,2011,L,OFB3,Post
1313,36.45,3.18,6.72,4.35,7,2011,L,OFB3,Post
1313,36.45,3.12,6.71,4.35,7,2011,L,OFB3,Post
1314,49.5,4.14,10.85,5.05,5,2011,L,PAS3,Post
1314,49.5,4.09,10.88,5.08,5,2011,L,PAS3,Post
1315,40.77,3.24,8.31,4.23,6,2011,L,PAS3,Post
1315,40.8,3.22,8.3,4.27,6,2011,L,PAS3,Post
1316,50.01,4.03,11.42,5.32,5,2011,L,PAS3,Post
1316,50.03,4.06,11.43,5.35,5,2011,L,PAS3,Post
1317,47.55,3.72,10.56,5.09,6,2011,L,PAS3,Post
1317,47.55,3.73,10.56,5.11,6,2011,L,PAS3,Post
1318,44.2,3.64,9.65,4.45,6,2011,L,PAS3,Post
1318,44.18,3.64,9.65,4.46,6,2011,L,PAS3,Post
1319,37.65,3.15,7.56,3.49,6,2011,L,PAS3,Post
1319,37.66,3.18,7.53,3.46,6,2011,L,PAS3,Post
1320,58.22,4.1,13.09,6.37,4,2011,L,PAS3,Post
1320,58.23,4.12,13.07,6.42,4,2011,L,PAS3,Post
1321,50.63,3.98,11.36,5.52,5,2011,L,PAS3,Post
1321,50.66,3.99,11.37,5.5,5,2011,L,PAS3,Post
1322,49.15,3.85,9.6,5.04,5,2011,L,PAS3,Post
1322,49.19,3.88,9.65,5.06,5,2011,L,PAS3,Post
1323,35.56,3.03,7.51,3.44,7,2011,L,PAS3,Post
1323,35.55,3.05,7.5,3.47,7,2011,L,PAS3,Post
1324,48.03,3.68,9.45,4.66,6,2011,L,PAS3,Post
1324,48.03,3.68,9.45,4.68,6,2011,L,PAS3,Post
1325,42.64,3.67,9.32,4.68,6,2011,L,PAS3,Post
1325,42.64,3.7,9.35,4.66,6,2011,L,PAS3,Post
1326,46.03,3.7,10.23,4.69,6,2011,L,PAS3,Post
1326,46.06,3.73,10.22,4.69,6,2011,L,PAS3,Post
1327,38.01,3.31,8.2,3.68,6,2011,L,PAS3,Post
1327,38.06,3.32,8.21,3.66,6,2011,L,PAS3,Post
1328,35.14,3.05,7.77,3.74,7,2011,L,PAS3,Post
1328,35.18,3.06,7.74,3.8,7,2011,L,PAS3,Post
1330,43.52,4.03,9.16,4.47,6,2011,L,PAS3,Post
1330,43.51,4.04,9.21,4.47,6,2011,L,PAS3,Post
1331,40.51,3.87,9.19,4.39,6,2011,L,PAS3,Post
1331,40.49,3.85,9.2,4.41,6,2011,L,PAS3,Post
1332,46.28,3.39,9.88,4.38,6,2011,L,PAS3,Post
1332,46.28,3.35,9.88,4.35,6,2011,L,PAS3,Post
1333,43.88,3.32,9.71,4.49,6,2011,L,PAS3,Post
1333,43.89,3.33,9.7,4.53,6,2011,L,PAS3,Post
1334,52.88,4.19,10.06,6.88,5,2011,L,PAS4,Post
1334,52.88,4.21,10.02,6.88,5,2011,L,PAS4,Post
1335,42.88,3.92,8.64,4.54,6,2011,L,PAS4,Post
1335,42.88,3.94,8.66,4.5,6,2011,L,PAS4,Post
1336,52.71,4.65,9.42,6.33,5,2011,L,PAS4,Post
1336,52.72,4.65,9.44,6.36,5,2011,L,PAS4,Post
1337,52.17,4.04,11.09,5.68,5,2011,L,PAS4,Post
1337,52.16,4.03,11.06,5.67,5,2011,L,PAS4,Post
1338,54.83,4.64,9.73,7.27,5,2011,L,PAS4,Post
1338,54.79,4.67,9.72,7.3,5,2011,L,PAS4,Post
1339,47.38,3.91,8.85,6.47,6,2011,L,PAS4,Post
1339,47.79,3.91,8.89,6.5,6,2011,L,PAS4,Post
1340,55.75,4.24,9.46,6.94,5,2011,L,PAS4,Post
1340,55.73,4.24,9.45,6.92,5,2011,L,PAS4,Post
1341,49.56,3.84,9.29,6.58,5,2011,L,PAS4,Post
1341,49.57,3.85,9.27,6.6,5,2011,L,PAS4,Post
1342,52.53,4.52,9.22,7.05,5,2011,L,PAS4,Post
1342,52.53,4.49,9.22,7.03,5,2011,L,PAS4,Post
1344,59,4.56,9.91,7.25,4,2011,L,PAS4,Post
1344,59.03,4.51,9.91,7.29,4,2011,L,PAS4,Post
1345,50.59,3.98,8.66,6.08,5,2011,L,PAS4,Post
1345,50.59,3.97,8.65,6.07,5,2011,L,PAS4,Post
1346,49.9,4.22,9.01,5.7,5,2011,L,PAS4,Post
1346,49.86,4.23,9.02,5.67,5,2011,L,PAS4,Post
1347,42.15,3.61,9.11,4.5,6,2011,L,PAS4,Post
1347,42.18,3.65,9.1,4.48,6,2011,L,PAS4,Post
1348,49.94,4.02,8.55,6.07,5,2011,L,PAS4,Post
1348,49.95,4.02,8.57,6.08,5,2011,L,PAS4,Post
1349,54.3,4.35,9.96,6.71,5,2011,L,PAS4,Post
1349,53.34,4.37,9.94,6.72,5,2011,L,PAS4,Post
1350,52.53,4.6,9.98,6.34,5,2011,L,PAS4,Post
1350,52.49,4.61,9.99,6.32,5,2011,L,PAS4,Post
1352,46.04,4.1,9.98,4.76,6,2011,L,PAS4,Post
1352,46.03,4.13,9.99,4.77,6,2011,L,PAS4,Post
1353,46.37,3.9,9.32,4.28,6,2011,L,PAS4,Post
1353,46.39,3.89,9.37,4.27,6,2011,L,PAS4,Post
1414,41.55,3.72,8.03,5.2,6,2011,L,PAS2,Post
1414,41.56,3.7,8.06,5.18,6,2011,L,PAS2,Post
1415,45.27,4.07,8.1,5.69,6,2011,L,PAS2,Post
1415,45.25,4.1,8.08,5.68,6,2011,L,PAS2,Post
1416,45.9,4.2,8.07,5.53,6,2011,L,PAS2,Post
1416,45.96,4.19,8.06,5.51,6,2011,L,PAS2,Post
1417,42.8,3.79,8.22,5.79,6,2011,L,PAS2,Post
1417,42.85,3.77,8.23,5.8,6,2011,L,PAS2,Post
1418,43.64,3.68,8.37,6,6,2011,L,PAS2,Post
1418,43.64,3.68,8.36,6.05,6,2011,L,PAS2,Post
1419,48.08,4.2,8.91,6.07,6,2011,L,PAS2,Post
1419,48.09,4.18,8.9,6.06,6,2011,L,PAS2,Post
1420,49.77,4.29,9.18,6.36,5,2011,L,PAS2,Post
1420,49.78,4.29,9.18,6.37,5,2011,L,PAS2,Post
1421,46.95,4.05,8.64,5.98,6,2011,L,PAS2,Post
1421,46.96,4.06,8.63,6,6,2011,L,PAS2,Post
1422,47.56,4.03,8.82,5.5,6,2011,L,PAS2,Post
1422,47.55,4.04,8.83,5.47,6,2011,L,PAS2,Post
1423,41.15,3.92,8.1,5.37,6,2011,L,PAS2,Post
1423,41.17,3.91,8.1,5.36,6,2011,L,PAS2,Post
1424,41.72,3.67,7.93,5.16,6,2011,L,PAS2,Post
1424,41.72,3.66,7.92,5.13,6,2011,L,PAS2,Post
1425,45.18,3.97,7.94,5.12,6,2011,L,PAS2,Post
1425,45.14,3.99,7.97,5.1,6,2011,L,PAS2,Post
1426,47.03,4.14,8.21,5.93,6,2011,L,PAS2,Post
1426,47.03,4.17,8.21,5.96,6,2011,L,PAS2,Post
1427,42.39,3.88,8.09,4.96,6,2011,L,PAS2,Post
1427,42.36,3.87,8.08,4.95,6,2011,L,PAS2,Post
1428,48.7,3.85,9.06,6.2,5,2011,L,PAS2,Post
1428,48.7,3.87,9.01,6.21,5,2011,L,PAS2,Post
1429,42.76,4.08,7.95,5.69,6,2011,L,PAS2,Post
1429,42.74,4.12,7.97,5.67,6,2011,L,PAS2,Post
1430,46.44,4.16,8.76,5.67,6,2011,L,PAS2,Post
1430,46.43,4.12,8.76,5.66,6,2011,L,PAS2,Post
1431,47.52,4.12,9.33,6.29,6,2011,L,PAS2,Post
1431,47.56,4.12,9.34,6.24,6,2011,L,PAS2,Post
1432,44.81,4.03,8.58,5.75,6,2011,L,PAS2,Post
1432,44.79,4.04,8.56,5.77,6,2011,L,PAS2,Post
1433,44.7,3.89,8.99,6.01,6,2011,L,PAS2,Post
1433,44.7,3.87,8.94,6.04,6,2011,L,PAS2,Post
1438,84.4,6.33,16.25,11.29,1,2011,L,PAS6,Post
1438,84.43,6.31,16.26,11.3,1,2011,L,PAS6,Post
1439,69.98,4.68,13.38,6.53,5,2011,L,PAS6,Post
1439,69.95,4.65,13.4,6.51,5,2011,L,PAS6,Post
1452,63.16,4.6,11.87,8.54,6,2011,L,OFB3,Post
1452,63.17,4.61,11.87,8.56,6,2011,L,OFB3,Post
1453,34.68,2.69,6.28,4.5,9,2011,L,OFB3,Post
1453,34.69,2.71,6.28,4.53,9,2011,L,OFB3,Post
1490,46.22,4.04,8.38,5.87,8,2011,L,PAS2,Post
1490,46.25,4.03,8.37,5.87,8,2011,L,PAS2,Post
1491,45.94,3.88,8.01,5.55,8,2011,L,PAS2,Post
1491,45.98,3.89,8,5.57,8,2011,L,PAS2,Post
1492,50.17,4.02,8.71,6.51,8,2011,L,PAS2,Post
1492,50.19,4.04,8.72,6.51,8,2011,L,PAS2,Post
1493,52.52,4.12,10.51,6.89,7,2011,L,PAS2,Post
1493,52.53,4.13,10.51,6.87,7,2011,L,PAS2,Post
1494,49.38,3.69,8.57,6.12,8,2011,L,PAS2,Post
1494,49.35,3.68,8.56,6.16,8,2011,L,PAS2,Post
1495,48.99,3.99,8.57,6.45,8,2011,L,PAS2,Post
1495,48.95,3.99,8.54,6.42,8,2011,L,PAS2,Post
1496,55.1,4.63,10.38,7.15,7,2011,L,PAS2,Post
1496,55.09,4.62,10.4,7.14,7,2011,L,PAS2,Post
1497,52.56,4.2,9.48,6.84,7,2011,L,PAS2,Post
1497,52.56,4.21,9.49,6.83,7,2011,L,PAS2,Post
1498,56.95,4.58,10.98,7.09,7,2011,L,PAS2,Post
1498,56.97,4.6,10.97,7.1,7,2011,L,PAS2,Post
1499,52.43,4.06,10.4,7.07,7,2011,L,PAS2,Post
1499,52.43,4.08,10.38,7.07,7,2011,L,PAS2,Post
1500,51.63,4.17,9.86,6.68,7,2011,L,PAS2,Post
1500,51.61,4.15,9.86,6.66,7,2011,L,PAS2,Post
1501,54.1,3.91,10.52,6.87,7,2011,L,PAS2,Post
1501,54.12,3.93,10.5,6.89,7,2011,L,PAS2,Post
1502,62.27,4.62,12.02,7.77,6,2011,L,PAS2,Post
1502,62.26,4.62,12.01,7.75,6,2011,L,PAS2,Post
1503,48.83,3.98,8.81,6.45,8,2011,L,PAS2,Post
1503,48.83,3.97,8.81,6.43,8,2011,L,PAS2,Post
1504,53.67,4.25,9.7,6.76,7,2011,L,PAS2,Post
1504,53.69,4.25,9.69,6.75,7,2011,L,PAS2,Post
1505,56.78,4.29,9.69,6.94,7,2011,L,PAS2,Post
1505,56.75,4.27,9.63,6.96,7,2011,L,PAS2,Post
1506,55.71,4.34,9.97,7.01,7,2011,L,PAS2,Post
1506,55.72,4.36,9.99,7.02,7,2011,L,PAS2,Post
1507,51.94,4.07,9.4,6.25,7,2011,L,PAS2,Post
1507,51.93,4.06,9.4,6.27,7,2011,L,PAS2,Post
1508,49.53,3.95,9.26,6.35,8,2011,L,PAS2,Post
1508,49.52,3.95,9.3,6.31,8,2011,L,PAS2,Post
1509,51.48,3.86,8.71,6.61,7,2011,L,PAS2,Post
1509,51.5,3.84,8.71,6.6,7,2011,L,PAS2,Post
1510,58.88,4.47,10.21,7.3,7,2011,L,PAS3,Post
1510,58.89,4.48,10.22,7.32,7,2011,L,PAS3,Post
1511,52.66,4.08,10.21,6.93,7,2011,L,PAS3,Post
1511,52.63,4.08,10.21,6.93,7,2011,L,PAS3,Post
1512,56.34,4.15,10.74,6.85,7,2011,L,PAS3,Post
1512,56.37,4.19,10.75,6.85,7,2011,L,PAS3,Post
1513,49.72,3.99,9.53,6.42,8,2011,L,PAS3,Post
1513,49.74,3.95,9.51,6.41,8,2011,L,PAS3,Post
1514,58.02,4.26,10.29,7.04,7,2011,L,PAS3,Post
1514,58.02,4.25,10.26,7.04,7,2011,L,PAS3,Post
1515,55.67,4.38,10.13,6.88,7,2011,L,PAS3,Post
1515,55.69,4.35,10.12,6.89,7,2011,L,PAS3,Post
1516,52.49,4.25,8.94,6.51,7,2011,L,PAS3,Post
1516,52.5,4.27,8.94,6.5,7,2011,L,PAS3,Post
1517,57.49,4.27,9.99,7.18,7,2011,L,PAS3,Post
1517,57.45,4.27,9.99,7.16,7,2011,L,PAS3,Post
1518,50.62,4.1,9.52,6.67,8,2011,L,PAS3,Post
1518,50.62,4.1,9.55,6.68,8,2011,L,PAS3,Post
1519,52.41,3.71,9.19,6.32,7,2011,L,PAS3,Post
1519,52.42,3.74,9.2,6.34,7,2011,L,PAS3,Post
1520,58.23,4.54,11.24,7.45,7,2011,L,PAS3,Post
1520,58.23,4.57,11.21,7.47,7,2011,L,PAS3,Post
1521,57.24,4.03,10.34,6.99,7,2011,L,PAS3,Post
1521,57.23,4.03,10.31,6.97,7,2011,L,PAS3,Post
1522,55.94,4.35,10.98,7.1,7,2011,L,PAS3,Post
1522,55.95,4.34,10.97,7.13,7,2011,L,PAS3,Post
1523,58.59,4.29,10.2,6.78,7,2011,L,PAS3,Post
1523,58.61,4.29,10.17,6.74,7,2011,L,PAS3,Post
1524,55.63,4.16,9.45,6.72,7,2011,L,PAS3,Post
1524,55.66,4.15,9.46,6.77,7,2011,L,PAS3,Post
1525,55.87,4.25,9.96,6.43,7,2011,L,PAS3,Post
1525,55.89,4.23,9.99,6.44,7,2011,L,PAS3,Post
1526,55.88,4.27,10.36,7.54,7,2011,L,PAS3,Post
1526,55.91,4.24,10.39,7.52,7,2011,L,PAS3,Post
1527,59.75,4.65,10.21,7.6,7,2011,L,PAS3,Post
1527,59.77,4.63,10.24,7.61,7,2011,L,PAS3,Post
1528,55.42,4.14,10.9,7.92,7,2011,L,PAS3,Post
1528,55.4,4.14,10.89,7.93,7,2011,L,PAS3,Post
1529,46.07,3.83,8.3,6.17,8,2011,L,PAS3,Post
1529,46.06,3.86,8.33,6.17,8,2011,L,PAS3,Post
1530,55.31,3.95,9.59,7.27,7,2011,L,PAS4,Post
1530,55.31,3.96,9.55,7.29,7,2011,L,PAS4,Post
1531,60.72,4.59,11.2,7.47,6,2011,L,PAS4,Post
1531,60.71,4.57,11.21,7.46,6,2011,L,PAS4,Post
1532,57.49,4.48,10.15,6.53,7,2011,L,PAS4,Post
1532,57.47,4.49,10.11,6.52,7,2011,L,PAS4,Post
1533,52.53,4.35,9.43,6.35,7,2011,L,PAS4,Post
1533,52.53,4.35,9.47,6.36,7,2011,L,PAS4,Post
1534,56.77,4.08,9.91,7.03,7,2011,L,PAS4,Post
1534,56.77,4.07,9.94,7.02,7,2011,L,PAS4,Post
1535,56.11,4.01,10.05,6.95,7,2011,L,PAS4,Post
1535,56.11,4.01,10.03,6.96,7,2011,L,PAS4,Post
1536,55.33,4.17,10.15,6.48,7,2011,L,PAS4,Post
1536,55.34,4.17,10.17,6.5,7,2011,L,PAS4,Post
1537,61.41,4.62,11.19,7.57,6,2011,L,PAS4,Post
1537,61.4,4.62,11.2,7.57,6,2011,L,PAS4,Post
1538,69.47,4.89,13.91,9.15,5,2011,L,PAS4,Post
1538,69.45,4.86,13.93,9.14,5,2011,L,PAS4,Post
1539,61.21,4.48,11.79,8.22,6,2011,L,PAS4,Post
1539,61.23,4.47,11.79,8.21,6,2011,L,PAS4,Post
1540,65.7,4.8,11.35,8.14,6,2011,L,PAS4,Post
1540,65.71,4.8,11.35,8.16,6,2011,L,PAS4,Post
1541,59.51,4.46,11.3,7.67,7,2011,L,PAS4,Post
1541,59.52,4.44,11.28,7.69,7,2011,L,PAS4,Post
1542,62.32,4.44,11.44,7.97,6,2011,L,PAS4,Post
1542,62.33,4.45,11.44,7.99,6,2011,L,PAS4,Post
1543,52.52,3.98,9.43,6.8,7,2011,L,PAS4,Post
1543,52.54,3.98,9.41,6.8,7,2011,L,PAS4,Post
1544,62.49,4.47,10.78,7.64,6,2011,L,PAS4,Post
1544,62.5,4.49,10.75,7.66,6,2011,L,PAS4,Post
1545,62.39,4.49,11.01,7.75,6,2011,L,PAS4,Post
1545,62.39,4.5,11.01,7.72,6,2011,L,PAS4,Post
1546,65.38,4.43,11.22,7.75,6,2011,L,PAS4,Post
1546,65.38,4.43,11.24,7.72,6,2011,L,PAS4,Post
1547,52.28,4.04,9.67,6.76,7,2011,L,PAS4,Post
1547,52.29,4.06,9.67,6.77,7,2011,L,PAS4,Post
1548,58.92,4.27,9.97,7.29,7,2011,L,PAS4,Post
1548,58.95,4.3,9.94,7.28,7,2011,L,PAS4,Post
1549,57.51,4.4,10.97,7.73,7,2011,L,PAS4,Post
1549,57.54,4.4,10.96,7.77,7,2011,L,PAS4,Post
1550,63.45,4.21,10.75,7.9,7,2011,L,PAS4,Post
1550,63.48,4.21,10.76,7.95,7,2011,L,PAS4,Post
1551,59.85,4.07,10.62,7.21,7,2011,L,PAS4,Post
1551,59.87,4.1,10.66,7.23,7,2011,L,PAS4,Post
1552,62.89,4.44,11.15,8.2,7,2011,L,PAS4,Post
1552,62.88,4.46,11.14,8.18,7,2011,L,PAS4,Post
1553,61.82,4.13,10.67,7.57,7,2011,L,PAS4,Post
1553,61.8,4.15,10.69,7.57,7,2011,L,PAS4,Post
1554,66.36,4.37,12.37,8.35,7,2011,L,PAS4,Post
1554,66.32,4.37,12.36,8.36,7,2011,L,PAS4,Post
1555,64.57,4.37,11.05,7.84,7,2011,L,PAS4,Post
1555,64.57,4.36,11.05,7.85,7,2011,L,PAS4,Post
1556,71.52,4.51,11.67,8.73,6,2011,L,PAS4,Post
1556,71.54,4.53,11.68,8.74,6,2011,L,PAS4,Post
1557,65.54,4.74,12.77,8.28,7,2011,L,PAS4,Post
1557,65.53,4.72,12.75,8.25,7,2011,L,PAS4,Post
1558,66.7,4.59,11.95,8.55,6,2011,L,PAS4,Post
1558,66.69,4.59,11.98,8.56,6,2011,L,PAS4,Post
1559,63.67,4.27,11.57,8.25,7,2011,L,PAS4,Post
1559,63.69,4.29,11.58,8.23,7,2011,L,PAS4,Post
1560,56.76,4.37,11.07,7.54,8,2011,L,PAS4,Post
1560,56.74,4.35,11.07,7.5,8,2011,L,PAS4,Post
1561,64.57,4.51,11.9,8.45,7,2011,L,PAS4,Post
1561,64.58,4.54,11.91,8.44,7,2011,L,PAS4,Post
1562,63.88,4.49,11.91,8.49,7,2011,L,PAS4,Post
1562,63.85,4.5,11.93,8.51,7,2011,L,PAS4,Post
1563,63.73,4.7,12.19,8,7,2011,L,PAS4,Post
1563,63.76,4.7,12.19,8.08,7,2011,L,PAS4,Post
1564,63.25,4.37,11.27,7.73,7,2011,L,PAS4,Post
1564,63.26,4.36,11.27,7.75,7,2011,L,PAS4,Post
1565,63.17,4.22,10.32,7.96,7,2011,L,PAS4,Post
1565,63.18,4.22,10.33,7.99,7,2011,L,PAS4,Post
1566,59.94,4.36,11.39,7.39,7,2011,L,PAS4,Post
1566,59.93,4.37,11.4,7.38,7,2011,L,PAS4,Post
1567,57.37,4.27,10.58,7.21,8,2011,L,PAS4,Post
1567,57.38,4.3,10.57,7.22,8,2011,L,PAS4,Post
1568,59.79,4.13,10.95,7.7,7,2011,L,PAS4,Post
1568,59.75,4.16,10.9,7.7,7,2011,L,PAS4,Post
1569,56.7,4.19,10.97,7.32,8,2011,L,PAS4,Post
1569,56.69,4.21,10.95,7.35,8,2011,L,PAS4,Post
1570,69.58,4.83,11.72,9.12,6,2011,L,PAS3,Post
1570,69.6,4.81,11.71,9.13,6,2011,L,PAS3,Post
1571,57.45,4.11,9.9,6.69,8,2011,L,PAS3,Post
1571,57.5,4.1,9.92,6.7,8,2011,L,PAS3,Post
1572,60.88,4.64,10.93,7.91,7,2011,L,PAS3,Post
1572,60.88,4.62,10.91,7.93,7,2011,L,PAS3,Post
1573,64.86,4.39,11.59,7.97,7,2011,L,PAS3,Post
1573,64.88,4.38,11.6,7.96,7,2011,L,PAS3,Post
1574,69.11,4.58,12.42,8.36,6,2011,L,PAS3,Post
