,js_code,ct_code,country,KII,fs_complexityIND_wop,fs_cousin_pref_cont_est2,fs_polygyny_cont,fs_polygyny_cont_std2,fs_localdom_est,fs_lineage,fs_clan,fs_year,ChurchExpWest,ChurchExpEast,bit_consang,bit_c_ln,bit_collectperiod,hfs_idv_std,swz_embed_std,wvs_dp_s_creative_C_std,wvs_obedience,wvs_dp_s_tradition_C_std,wvs_dp_s_behave_C_std_,wvs_OutInTrust_std,wvs_trust_std,wvs_fair_std,wvs_religion_imp,wvs_family_ties_std,BloodEstPopVol,BloodfracFam,fm_lviol_pc,va_nepotism,htg_cP_perc,htg_cNfirstperiod_perc,ms_perc_errors,gel_Tightnessscore,tal_holistic,hru_particularism,gs_percent_high,ag_pd1,ag_pd1000,ag_pd1500,ag_pdiv_aa,ag_yst_aa,ag_abslat,ag_distcr,ag_continent,ag_ln_gdppc2000,ft_CombinedParasiteStress,bar_CATH00,bar_PROT00,bar_OTHCHRIST00,bar_ORTH00,bar_MUSLIM00,bar_HINDU00,bar_BUDDIS00,irri_impact5,du_caloricsui,du_oat_rain,du_rye_rain,nu_rugged,nu_lat,nu_lon,nu_tropical,geodist_coord1,geodist_coord2,gendist_coord1,gendist_coord2,tal_analytic,IIP
0,ABW,533.0,Aruba,-0.9893744,-0.8704458,0.0,0.0,-1.106798,0.33333334,0.0,0.5,1945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44332135,0.88664275,1.329964,,,12.5,,Americas,,,,,,,,,,1.0,,,,0.4624279433530184,12.507837801,-69.9695089457,100.0,-8849.051,24.185295,,,,
1,AFG,4.0,Afghanistan,1.0345825,1.1665865,2.778012,1.1617769,0.3665348,0.82737607,1.0,0.190326,1918.4921,0.0,0.0,42.3,3.744787,2010.0,,,,,,,,,,,,3.1956286,0.59599733,,,,,,,,,,3.0670612,3.450444,3.0670612,0.7289718,8750.0,33.0,0.942351,Asia,6.1698290135355975,1.740401,0.0,0.0,0.0,0.0,0.981,0.004,0.0,0.7249709,565.081,2078.78,3541.78,2.518146183415607,33.8331893308,66.0255342576,0.0,6325.1187,1920.543,-0.011137386,0.00015081209,,-0.6821067
2,AGO,24.0,Angola,1.0739911,0.94832975,1.4968313,1.8243768,1.2068255,0.63425374,0.998075,0.8895973,1923.5312,0.103880994,0.0,,,,-0.94904387,,,,,,,,,,,0.5087627,0.88600427,4.4273467,,,,,,,,,0.19119325,0.764773,1.529546,0.7477829,1356.99,12.5,0.481495,Africa,7.58831222825428,4.8074737,0.621,0.15,0.169,0.0,0.0,0.0,0.0,0.023712251,1779.57,0.0,0.0,0.8582158579480259,-12.2986183993,17.5509049456,44.34624572755408,844.8671,-2866.9626,0.03640764,0.006262116,,-1.1577145
3,AIA,660.0,Anguilla,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1607.79,0.0,0.0,0.012553408218722329,18.2306165461,-63.0643934552,99.99999999999999,-8069.8774,621.21356,,,,
4,ALB,8.0,Albania,0.79295874,0.61048007,1.8277673,1.7995368,1.1753241,0.79501134,0.8997684,0.0,1902.5461,0.0,5.48947,,,,-0.8580641,,,43.815456,,,,-0.4927193,-1.5003791,1.6318234,0.6531767,2.3519168,0.6286262,4.460662,0.88,,,,,,,,7.29927,7.29927,7.29927,0.7405723,7518.0,41.0,0.077544294,Europe,8.241915257208632,-3.0398307,0.168,0.006,0.02,0.161,0.388,0.0,0.0,0.02016182,1939.05,6789.95,10925.3,3.42705827646093,41.1426753162,20.070057964,0.0,1221.3523,2653.48,-0.007871333,-0.013581945,,-0.89050776
5,AND,20.0,Andorra,-1.5565428,-1.572484,0.0,0.0,-1.106798,0.0,0.0,0.0,1943.3334,,,,,,,,1.4530345,39.481556,-1.5564374,-1.2139604,1.5360297,-0.3872799,-0.15275703,0.966,,,,,,,,,,,,,,,,,,42.5,,Europe,,-3.039085,0.892,0.002,0.041,0.0,0.006,0.005,0.0,,218.576,1222.07,1922.09,5.717271228973735,42.550659602,1.57623553894,0.0,-835.03046,2805.93,,,,1.148784
6,ANT,530.0,Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44332135,0.88664275,1.329964,,,12.25,,Americas,9.547840944036187,,,,,,,,,1.0,,,,0.254913278626955,12.7254594088,-68.1574698547,74.55539439894733,-8646.957,44.17118,,,,
7,ARE,784.0,United Arab Emirates,1.0612383,1.0632725,3.0,1.5,0.79545987,0.5,1.0,0.5,1925.0,0.0,0.0,33.76666666666667,3.519474,2002.5,-0.6306147,,,,,,,,,,,11.545292,0.005836203,0.0,-0.52,,,,,,,,,0.88393885,0.88393885,0.73786384,7500.0,24.0,0.102625,Asia,10.379152555373476,-1.8332642,0.051,0.009,0.021,0.029,0.756,0.078,0.02,1.0,1.96901,0.0,0.0,0.7688347484451867,23.9131744449,54.3308887571,0.0,5006.739,980.97797,-0.009708489,0.00022464065,,0.30607086
8,ARG,32.0,Argentina,-1.4368485,-1.4583397,0.029794,0.084395446,-0.99977016,0.061864097,0.01419282,0.035512242,1939.0925,6.625828,0.083319284,1.1,0.09531018,1956.5,0.3246729,-0.73323107,0.8941828,38.402626,0.19885647,0.77371347,0.76716363,-0.42518437,-0.5804328,1.8776197,0.25775358,9.317738,0.63854855,1.608988,-0.41,,,,,,30.0,,0.03654049,0.07308098,0.10303224,0.7247375,7274.966,34.0,0.271642,Americas,9.335382158273406,0.7260408,0.85,0.034,0.048,0.002,0.02,0.0,0.001,0.4157833,1356.74,1912.64,3033.52,0.7746106347558306,-35.3958997626,-65.1704989912,0.0,-8402.683,-5031.852,-0.010104245,-0.015508542,,0.19354992
9,ARM,51.0,Armenia,-0.55314255,-0.3538423,0.088023715,0.057968624,-1.033284,0.98055816,0.057968624,0.02934124,1902.605,,,,,,,,-0.497232,21.196955,1.5289749,1.6542135,-1.4870983,-0.45460075,-1.0320507,2.1337807,0.40032926,0.1612758,0.36722276,2.4184918,1.42,,,,,,,,0.63829786,1.0638298,2.6595745,0.74327195,8015.0,40.0,0.420939,Asia,8.152315833033384,-1.9803731,0.046,0.003,0.009,0.782,0.027,0.0,0.0,0.13555883,1590.86,5846.47,9642.9,2.6884224652151705,40.293682206,44.9381949369,0.0,3987.9976,2533.793,-0.007369798,-0.009833679,,-0.83329684
10,ASM,16.0,American Samoa,0.6720599,0.783056,0.0,1.0,0.16137387,0.875,1.0,1.0,1874.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,14.333333,,Oceania,,,,,,,,,,,,,,2.6468095607735775,-14.2000746659,-170.387605453,100.0,-20076.752,-2707.9128,-0.035616122,0.041911718,,
11,ATA,9040.0,Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1106.4585,-7796.7197,,,,
12,ATG,28.0,Antigua and Barbuda,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,0.25399637,0.98159,,,,,,,,,,0.44332135,0.88664275,1.329964,,,17.05,,Americas,9.551426218153663,-1.4636931,0.115,0.642,0.177,0.0,0.004,0.001,0.0,0.0,,,,0.0062263581898636434,17.2711458375,-61.8000889416,100.0,-7930.916,517.6157,0.03189181,0.007884481,,-0.87448525
13,AUS,36.0,Australia,-1.0297173,-0.9967809,0.25997862,0.18956922,-0.8663917,0.054780345,0.10631313,0.5460016,1923.4995,7.1214123,0.20370851,0.633333333333333,-0.4567584,1978.5,2.326228,-0.55466044,0.9425963,32.944607,-1.1798812,0.5484408,1.202509,1.459112,0.89839375,1.3521533,-0.391411,38.50188,1.3198353e-05,0.0,-1.7,70.6125,41.125,,4.4,42.3,9.0,,0.02603387,0.02603387,0.02603387,0.7254786,5875.408,27.0,0.35488698,Oceania,10.159467623915074,-2.5866024,0.26,0.322,0.178,0.034,0.012,0.003,0.013,0.61734843,552.192,852.941,1232.21,0.14333531001434321,-25.732506072,134.486791412,14.680003945458534,13835.739,-4496.323,-0.011071458,-0.011295117,57.7,0.8331105
14,AUT,40.0,Austria,-0.9984942,-0.8817343,0.001664258,0.0,-1.106798,0.5862737,0.011353938,0.011598539,1949.9976,7.4038396,0.01704,,,,0.73408186,-1.7791458,,19.00789,,,,0.5527367,0.5330535,1.5825461,-1.5608201,,,1.1718875,-1.27,,,,6.8,,20.0,68.181816,6.0642815,8.489994,24.257126,0.73689777,6577.5,47.333332,0.0794891,Europe,10.203583506452631,-3.3137653,0.755,0.05,0.073,0.019,0.022,0.0,0.001,0.0,1201.05,5015.21,8094.65,3.5131805634261775,47.5885290039,14.1400341639,0.0,570.2389,3177.493,-0.010689623,-0.011825122,,0.8221966
15,AZE,31.0,Azerbaijan,0.21397384,0.22331616,0.3134277,1.0185649,0.1849174,0.80286586,0.98208964,0.1374231,1946.2756,0.0,0.15935001,,,,,,-1.2620449,18.741678,2.3040187,0.93066573,0.25745052,-0.49362016,-0.3758225,2.0507393,-0.46202615,,,0.0,1.75,,,,,,,,0.63829786,1.0638298,2.6595745,0.74012524,7905.0,40.5,0.696768,Asia,8.18617697768723,-1.3859199,0.001,0.0,0.001,0.045,0.837,0.0,0.0,0.6040422,1846.26,5490.08,9375.81,1.671540745226919,40.2882500494,47.5279719767,0.0,4276.239,2528.319,-0.007549971,-0.009848298,,-0.47509095
16,BDI,108.0,Burundi,1.2038525,1.038293,2.0,2.0,1.4295459,0.5,1.0,1.0,1910.0,0.0,0.0,,,,,,,,,,,,,,,4.987281,0.00020044413,3.6690578,,,,,,,,,,11.916584,24.826216,0.76129365,3484.0,3.5,1.00966,Africa,6.549427172040442,4.0761127,0.572,0.195,0.15,0.0,0.014,0.001,0.0,0.0022269485,1588.43,0.0,0.0,1.7797042321027061,-3.3652460544,29.8865772332,75.35375738491533,2234.8645,-1913.1263,0.029430788,0.0054643634,,-0.84608614
17,BEL,56.0,Belgium,-1.2691753,-1.216782,0.03920431,0.0,-1.106798,0.29738033,0.0,0.0,1944.3613,9.69521,0.0,1.0,0.0,1955.0,1.6438795,-1.422004,,36.73525,,,,0.40486902,0.4986518,1.3654847,-0.7264457,47.230534,0.0,1.3137219,-1.27,,,30.325,5.6,,28.0,,8.469791,11.293055,35.290794,0.7300649,5539.4,50.833332,0.0383926,Europe,10.113015380868418,-3.1302655,0.809,0.013,0.055,0.005,0.036,0.0,0.002,0.0,1597.37,7285.53,11312.9,0.38779686687971804,50.6417998237,4.66082957462,0.0,-480.94992,3418.4644,-0.010715959,-0.01190346,,0.8440219
18,BEN,204.0,Benin,0.75243956,0.47953638,0.008882205,2.0,1.4295459,0.6086136,1.0,1.0,1904.6875,0.0,0.0,,,,,,,,,,,,,,,6.934698,0.070690595,3.9398386,0.35,,,,,,,,1.1814605,2.7567413,4.3320217,0.74344903,3099.9,9.5,0.352174,Africa,7.1320769408538425,4.1386433,0.208,0.038,0.034,0.0,0.2,0.0,0.0,0.029197289,1611.22,0.0,0.0,0.14114121998886137,9.6496083087,2.33928415053,97.48924860569808,-806.2861,-426.02124,0.034846965,-0.0027643035,,-0.707194
19,BFA,854.0,Burkina Faso,0.96393156,0.74588704,0.114840895,1.9886681,1.415175,0.83851767,1.0,0.94563824,1921.9005,0.0,0.0,65.8,4.1866198,1995.0,-1.0855135,,0.715642,70.46936,0.31127104,0.44775406,0.8898544,-0.8114683,-1.1478133,2.8014607,,4.304587,0.2719509,0.0,,,,,,,,,1.1814605,2.7567413,4.3320217,0.7410299,2900.0,13.0,0.73184496,Africa,6.838628086452963,5.319701,0.095,0.065,0.005,0.0,0.486,0.0,0.0,0.09193974,1257.3,0.0,0.0,0.23646133088135268,12.2735150162,-1.74676353948,49.82000666128512,-1256.1185,-133.1977,0.03446656,-0.0050760168,,-0.15063877
20,BGD,50.0,Bangladesh,0.6166539,0.716657,0.12797903,0.9945852,0.15450698,0.91187704,0.99242574,0.7685522,1932.5488,0.0,0.0,12.15,2.4973292,1971.0,-0.8580641,,,19.107439,,,,-0.28222013,,2.8328912,-0.05715074,1.1550294,0.721186,3.5379367,0.88,,,,,,,,8.775915,19.874866,25.811514,0.71176815,5560.0,24.0,0.041123502,Asia,7.523565713470761,0.59622246,0.002,0.001,0.0,0.0,0.857,0.123,0.006,0.02544065,1538.0,0.0,0.0,0.18641045730851716,23.8483897823,90.2703003459,75.03817542532649,9006.777,904.8437,-0.011253364,0.003438842,,-0.4844395
21,BGR,100.0,Bulgaria,-0.45021054,-0.23181424,0.9882592,0.07131941,-1.0163528,0.8234387,0.05778481,0.019662876,1939.0072,0.10012999,5.0760784,,,,-0.40316525,0.15962255,-0.8331975,19.92344,1.8511666,0.26873603,-0.09652752,-0.12503268,-1.2364951,1.4039932,-0.26617643,4.8108754,0.7683854,4.7877707,1.21,,,,,62.53,46.0,,4.51957,7.231312,7.231312,0.74250174,7521.96,43.0,0.0730677,Europe,8.889791139410605,-2.698547,0.011,0.012,0.073,0.716,0.119,0.0,0.0,0.0010548311,2277.06,6842.21,12011.8,1.4794745656904222,42.7653474991,25.2387450842,0.0,1798.9752,2777.6873,-0.007892922,-0.013068752,37.47,-0.66498554
22,BHR,48.0,Bahrain,1.0612383,1.0632725,3.0,1.5,0.79545987,0.5,1.0,0.5,1925.0,0.0,0.0,31.8,3.4594662,1989.0,,,-0.039353926,18.666666,-0.8007065,-2.398,2.047347,0.5591059,0.55877006,2.2462437,,16.172012,0.07649326,3.669304,0.02,,,,,,,,,0.88393885,0.88393885,0.7412633,7669.5,26.0,,Asia,9.833716728566811,-3.1261265,0.041,0.013,0.047,0.004,0.824,0.063,0.001,1.0,0.0,0.0,0.0,0.2313630255416577,26.0248493887,50.5654357749,0.0,4591.323,1200.4021,-0.005685054,-0.0036972116,,0.67767626
23,BHS,44.0,Bahamas,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,8.174291,0.56857765,,,,,,,,,,0.44332135,0.88664275,1.329964,,,24.25,,Americas,9.85681735188701,-1.439871,0.156,0.634,0.131,0.001,0.0,0.0,0.0,0.24121007,,,,0.05533513318556473,24.254601779,-76.6100957668,100.00000000000001,-9566.739,1268.9908,0.02866418,0.0050665108,,-0.35650927
24,BIH,70.0,Bosnia and Herzegovina,0.3483962,0.7854399,0.1465798,0.0,-1.106798,0.8333333,1.0,1.0,1950.0,,,,,,,0.51676494,,41.445427,,,,-0.31500217,-1.2923126,1.9977553,0.6407788,,,3.5818605,1.1,,,,,,,,5.8895125,6.871098,8.83427,0.7393743,7000.0,44.0,0.0672865,Europe,8.01868540052159,-2.9279242,0.172,0.001,0.001,0.176,0.6,0.0,0.0,0.0,1952.07,7301.24,11862.5,2.311480112534687,44.1751233161,17.7837883031,0.0,971.1983,2905.9492,,,,-0.7077464
25,BLR,112.0,Belarus,-1.3367326,-1.300404,0.09411765,0.0,-1.106798,0.20833333,0.0,0.0,1932.5,0.0,2.68115,,,,,,-0.7932301,33.66961,0.8633195,0.37261844,0.09656538,0.49651158,-0.17295873,1.4654561,-1.4562262,17.389412,0.11510772,1.3176037,,64.617645,63.97059,,,,,,0.4192872,0.8385744,2.5157232,0.7352508,4557.5,53.0,0.046762697,Europe,9.21084693025844,-1.9154271,0.132,0.013,0.071,0.487,0.003,0.0,0.0,0.0,1701.39,7040.01,11390.8,0.16429886915847886,53.5423908889,28.0536245429,0.0,2126.1853,3571.8364,-0.013215013,-0.00986795,,0.04237802
26,BLZ,84.0,Belize,-0.2374527,-0.22693871,0.32847306,0.712676,-0.2030024,0.4126348,0.49753818,0.63401216,1917.6575,2.471205,0.0031431299,,,,,,,,,,,,,,,1.9587399,0.86385024,,,,,,,,,,0.58738303,1.1747661,1.5663548,0.68924326,4897.9136,17.25,0.025455201,Americas,8.701919613437678,-0.002530425,0.568,0.208,0.133,0.0,0.006,0.023,0.004,0.12093743,1391.26,0.0,0.0,0.6070333248227537,17.2047983349,-88.6868419636,100.0,-10923.605,562.648,0.000112827314,-0.0053305225,,-0.76299745
27,BMU,60.0,Bermuda,-1.2731818,-1.2217411,0.09411765,0.0,-1.106798,0.0,0.0,0.5,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44332135,0.88664275,1.329964,,,32.333332,,Americas,10.435043810734975,,0.142,0.596,0.188,0.0,0.0,0.0,0.0,,,,,0.014543635430570991,32.3102824491,-64.7715106659,0.0,-8235.405,2032.0874,,,,
28,BOL,68.0,Bolivia,-0.6353207,-0.44951388,0.018018184,0.042877447,-1.0524222,0.4676546,0.2805881,0.59328973,1815.0227,1.2146987,0.0,1.3,0.26236427,1962.5,,0.6698255,,,,,,,,,,3.466643,0.61599463,1.4124026,1.85,,,,,74.9,,,0.2766558,0.5533116,0.8299674,0.62788653,4866.867,17.0,0.45398,Americas,7.982479966330617,2.2235668,0.86,0.049,0.032,0.0,0.0,0.0,0.001,0.09435021,1310.0,0.0,0.0,0.8526116126857052,-16.7104224872,-64.6619763895,64.87835699245787,-8313.863,-3180.3108,-0.03332657,-0.016131805,25.1,-0.85936326
29,BRA,76.0,Brazil,-0.92327654,-0.82514244,0.036822215,0.09059807,-0.9919042,0.3669041,0.02727177,0.4601384,1944.699,3.5575707,0.0,3.0,1.0986123,1967.5,-0.039246175,-0.47813022,0.34926537,49.307884,-0.13427332,0.5386473,0.6003794,-1.3274616,-0.91036487,2.3913865,0.5825875,9.933972,0.40407035,3.4423442,-0.3,,,33.7,3.5,47.8,21.0,,0.04728457,0.08274799,0.11821141,0.7152736,5777.069,10.0,0.315764,Americas,8.88094666422052,3.7523448,0.742,0.093,0.082,0.001,0.001,0.0,0.003,0.041311253,1385.72,168.354,243.002,0.23977461493897856,-10.7749336225,-53.085080991,88.56728695544824,-7014.234,-2565.0913,-0.007400611,-0.012321343,52.2,0.065823555
30,BRB,52.0,Barbados,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,2.2763996,0.86659896,,,,,,,,,,0.44332135,0.88664275,1.329964,,,13.166667,,Americas,9.685704590618403,-1.4114798,0.041,0.601,0.327,0.001,0.008,0.003,0.0,0.0,1953.3,0.0,0.0,0.9625544661971394,13.1673112964,-59.5549489914,100.0,-7688.6455,75.158646,0.032298293,0.007835284,,-0.74222296
31,BRN,96.0,Brunei Darussalam,-0.26548305,-0.37143606,0.0,0.98512745,0.14251292,0.4984801,0.0,0.98512745,1920.5829,,,,,,,,,,,,,,,,,41.55847,0.01220857,,,,,,,,,,,,,,,4.5,0.0335407,Asia,10.13109805902351,-1.743486,0.017,0.032,0.027,0.0,0.644,0.008,0.091,0.0,829.755,0.0,0.0,0.5199752972552418,4.52115939069,114.747882736,100.0,11695.306,-1206.2112,-0.02226355,0.019834457,,1.8267688
32,BTN,64.0,Bhutan,0.24380797,-0.04224153,0.0,1.7325058,1.0903171,0.71124905,1.0,0.0,1927.895,0.0,0.0,,,,0.5976122,,,,,,,,,,,7.6469564,0.3571052,2.9773061,,,,,,,,,,,,0.71364313,5580.5,27.5,0.136476,Asia,6.719210147098077,-0.5651664,0.0,0.002,0.003,0.0,0.01,0.205,0.74,0.0,1194.86,3427.93,5377.76,6.740055537222648,27.4168800712,90.4347630044,0.0,9031.283,1261.0582,-0.022679072,0.019555962,,-0.14296035
33,BVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,-795.3819,-6657.998,,,,
34,BWA,72.0,Botswana,0.65493065,0.45910355,1.1510144,1.7445005,1.1055286,0.52318585,0.79199123,0.7208518,1891.7247,0.12825,0.0,,,,,,,,,,,,,,,8.942005,0.0,2.9798818,-0.73,,,,,,,,,0.07194141,0.14388283,0.7418576,1563.6,22.0,0.79926395,Africa,8.8896455139918,2.3567064,0.037,0.117,0.446,0.0,0.002,0.001,0.0,0.7440981,724.564,0.0,0.0,0.18068088554509384,-22.1889486189,23.8143325389,0.0,1523.8413,-3923.3445,0.03771712,0.006339496,,-0.07420209
35,CAF,140.0,Central African Republic,0.66071695,0.3660026,0.033390228,2.0,1.4295459,0.5235483,1.0,0.96223134,1914.098,0.05964,0.0,,,,,,,,,,,,,,,5.6225924,0.0107677495,0.0,,,,,,,,,0.19119325,0.764773,1.529546,0.7558454,3568.15,7.0,1.17528,Africa,6.851292957322821,5.684808,0.184,0.144,0.351,0.0,0.156,0.0,0.0,0.0047907797,1588.61,0.0,0.0,0.19699041083052454,6.5741236481,20.4869231878,97.381867186886,1207.7391,-797.81757,0.03184883,0.0089197075,,0.47878486
36,CAN,124.0,Canada,-1.2356321,-1.2081587,0.100148626,0.08162653,-1.0032816,0.0473006,0.03613774,0.3922127,1923.7415,6.8013215,0.18504,1.5,0.4054651,1959.0,1.871329,-1.0839952,1.4452016,28.70462,-0.50795585,-0.9901277,1.0383579,1.2828493,0.8589752,1.8257719,0.12457126,33.070934,0.0,0.0,-1.59,,,29.2,,39.96,7.0,,0.01099685,0.01099685,0.02199371,0.7248683,6353.435,60.0,1.46667,Americas,10.196930514500655,-3.264997,0.391,0.156,0.207,0.017,0.01,0.019,0.008,0.10680557,178.804,1277.22,1749.25,0.7749010822810684,61.49477787,-98.3342632711,0.0,-11923.764,4290.9116,-0.011954741,-0.01105228,60.04,1.0787115
37,CCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01474677593951637,-12.1217337284,96.8674221551,100.0,9673.341,-3001.395,,,,
38,CHE,756.0,Switzerland,-1.2358642,-1.1755496,0.0,0.0,-1.106798,0.32634026,0.0,0.033550978,1942.1953,9.44055,0.03976,,,,1.3254503,-1.3454738,1.8088578,20.570425,-1.0925494,-0.079214975,1.2546492,1.4605668,1.2719017,1.4466096,-0.9904139,43.029552,0.0,0.07790605,-1.16,82.24202,65.729164,,,,3.0,,7.5,7.5,20.0,0.73256785,5803.5,47.0,0.123443,Europe,10.26921517072352,-3.032522,0.429,0.404,0.049,0.004,0.027,0.003,0.001,0.0,834.301,3934.17,6185.97,4.761174758093849,46.8061501927,8.22645692592,0.0,-88.98762,3129.7417,-0.010375532,-0.012168955,,1.2464311
39,CHL,152.0,Chile,-1.166038,-1.1765077,0.21654683,0.2168376,-0.8318107,0.118997455,0.13676071,0.1371334,1941.8392,2.6732774,0.002619275,1.0,0.0,1977.5,-0.72159445,-0.42710942,0.5561305,50.491226,-0.6846108,-1.0275471,0.33683807,-0.5100569,-0.53645736,2.0783134,0.56432337,3.545034,0.7722884,2.87498,-0.84,,,,,,,,0.26709402,0.53418803,0.80128205,0.67198443,6015.353,30.0,0.112301,Americas,9.34401318078833,-0.72679794,0.674,0.017,0.2,0.001,0.0,0.0,0.0,0.3227782,267.102,1556.16,2311.17,2.4805444599127364,-37.9366884959,-71.3841915396,0.0,-9098.22,-5246.204,-0.026669163,-0.017996367,,0.12573466
40,CHN,156.0,China,0.16406122,0.46817586,0.34463927,0.22107244,-0.8264402,0.6818384,0.975976,0.69563615,1931.7192,0.0,0.0,3.0,1.0986123,1970.0,-0.8580641,-0.17200857,-1.0807669,14.529586,-0.20749149,-0.8015077,-1.3107071,2.1817076,1.6755996,0.61085707,-1.1418886,8.562811,0.026149495,2.3618894,0.45,69.3802,50.46875,,7.9,,53.0,78.902954,5.6821713,7.0759115,11.793186,0.6987618,9000.0,35.0,0.76506096,Asia,8.294505490664243,1.4451617,0.006,0.001,0.064,0.0,0.015,0.0,0.084,0.18773015,871.532,2169.5,3473.96,1.8780433851641132,36.5642195229,103.836434657,0.3007317472089089,10537.883,2095.1558,-0.0237395,0.023163985,,-0.31185395
41,CIV,384.0,Côte d'Ivoire,0.9818997,0.76356095,0.3057761,2.0,1.4295459,0.789057,1.0,0.9598143,1910.3867,0.0,0.0,,,,,,,,,,,,,,,4.93013,0.0,4.233475,,,,,,,,,1.1814605,2.7567413,4.3320217,0.74001354,3549.0,8.0,0.272162,Africa,7.683246538208051,5.5118656,0.148,0.051,0.124,0.001,0.301,0.001,0.0,0.0042282874,1495.81,0.0,0.0,0.22379523481275954,7.62329158522,-5.55397192762,100.0,-1688.6794,-632.2816,0.0367414,-0.0005742563,,-1.0485663
42,CMR,120.0,Cameroon,0.7798935,0.52153456,0.35899478,1.9801104,1.4043224,0.63855237,0.9602759,0.86744916,1922.5586,0.0,0.0,,,,,1.6647195,,,,,,,,,,0.33049366,0.8415367,3.809012,0.35,,,,,,,,0.19119325,0.764773,1.529546,0.7502155,2996.1,6.0,0.405651,Africa,7.812672327406489,5.2717576,0.265,0.207,0.07,0.0,0.212,0.0,0.0,0.021854218,1357.99,0.0,0.0,0.5148498299669132,5.69727910753,12.7428952066,94.11981439901624,344.1318,-879.227,0.029541131,0.005049603,,-1.0313017
43,COD,180.0,Democratic Republic of The Congo,0.5859679,0.34533775,0.35887447,1.8216953,1.2034248,0.60043544,0.975803,0.6423718,1914.7389,0.045724,0.0,,,,,,,,,,,,,,,2.219211,0.62325466,2.003393,,,,35.8,,,,,0.19119325,0.764773,1.529546,0.75200284,3054.5,1.0,1.1153901,Africa,5.883732271174488,5.6714416,0.485,0.201,0.269,0.0,0.011,0.002,0.0,0.014456204,1525.24,0.0,0.0,0.44332956861608563,-2.87926560772,23.6575583946,94.86599394668549,1542.4913,-1847.4171,0.03774867,0.0072063,,-0.3693459
44,COG,178.0,Congo,0.6886337,0.4019141,0.0,1.9966346,1.425278,0.8086613,1.0,0.52139676,1903.7543,0.0,0.0,,,,,,,,,,,,,,,3.9454348,0.640638,2.1707118,,,,,,,,,0.19119325,0.764773,1.529546,0.7517414,3000.0,1.0,0.507805,Africa,7.159439808155358,4.37943,0.493,0.17,0.249,0.0,0.013,0.0,0.0,5.230149e-06,1259.54,0.0,0.0,0.1518152617656725,-0.83142004918,15.2455160194,100.0,610.1442,-1604.8553,0.03444349,0.005918237,,-0.34759513
45,COK,184.0,Cook Islands,0.4419178,0.09632393,8.708549e-05,1.9971471,1.4259279,0.83256227,0.9980723,0.00046264168,1820.1311,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,-1.8241483,,,,,,,,,,,,0.9600662225612793,-19.2130290317,-158.978353464,100.0,-18816.092,-3261.0762,,,,
46,COL,170.0,Colombia,-1.4233196,-1.4435306,0.046495676,0.089201644,-0.99367505,0.03797752,0.020820836,0.08551875,1945.6324,1.8923999,0.0,2.05,0.7178398,1977.5,-1.1764933,0.13411246,-0.2970844,50.80477,0.22042939,-0.2702457,-0.16975245,-1.0785941,-0.30037814,2.3665514,0.6294133,13.280312,0.1544348,0.0,-0.3,,,,,54.13,,76.92308,0.28882256,0.5776451,0.9627419,0.6854235,4997.287,4.0,0.200267,Americas,8.712707000449761,3.8399265,0.943,0.015,0.014,0.0,0.001,0.0,0.0,0.0046973135,935.224,0.304121,0.386487,0.885233450005341,3.83809267532,-72.8662590915,89.7632432491355,-9187.957,-918.35205,-0.013385361,-0.014767961,45.87,-0.14503674
47,COM,174.0,Comoros,0.6489913,0.35148865,0.0,2.0,1.4295459,0.5,1.0,1.0,1890.0,0.0,0.0,,,,,,,,,,,,,,,0.20599008,0.9406726,2.4033456,,,,,,,,,,,4.484305,0.7504911,,12.166667,,Africa,7.214342687175196,-0.3370452,0.01,0.002,0.001,0.0,0.98,0.0,0.0,0.0,,,,3.328363716352739,-11.8875143514,43.6710767288,100.0,3752.8845,-2873.0571,0.029300202,0.0036165048,,-0.5525576
