,js_code,ct_code,country,KII,fs_complexityIND_wop,fs_cousin_pref_cont_est2,fs_polygyny_cont,fs_polygyny_cont_std2,fs_localdom_est,fs_lineage,fs_clan,fs_year,ChurchExpWest,ChurchExpEast,bit_consang,bit_c_ln,bit_collectperiod,hfs_idv_std,swz_embed_std,wvs_dp_s_creative_C_std,wvs_obedience,wvs_dp_s_tradition_C_std,wvs_dp_s_behave_C_std_,wvs_OutInTrust_std,wvs_trust_std,wvs_fair_std,wvs_religion_imp,wvs_family_ties_std,BloodEstPopVol,BloodfracFam,fm_lviol_pc,va_nepotism,htg_cP_perc,htg_cNfirstperiod_perc,ms_perc_errors,gel_Tightnessscore,tal_holistic,hru_particularism,gs_percent_high,ag_pd1,ag_pd1000,ag_pd1500,ag_pdiv_aa,ag_yst_aa,ag_abslat,ag_distcr,ag_continent,ag_ln_gdppc2000,ft_CombinedParasiteStress,bar_CATH00,bar_PROT00,bar_OTHCHRIST00,bar_ORTH00,bar_MUSLIM00,bar_HINDU00,bar_BUDDIS00,irri_impact5,du_caloricsui,du_oat_rain,du_rye_rain,nu_rugged,nu_lat,nu_lon,nu_tropical,geodist_coord1,geodist_coord2,gendist_coord1,gendist_coord2,tal_analytic,IIP
140,MDV,462.0,Maldives,0.86259174,1.4219085,2.0,0.0,-1.106798,0.8333333,1.0,1.0,1900.0,,,,,,,,,,,,,,,,,6.416035,0.8092442,,,,,,,,,,,,,,,3.25,,Asia,8.418509128409557,-0.61594635,0.0,0.001,0.0,0.0,0.992,0.001,0.007,,1392.61,0.0,0.0,0.011550526414498406,3.56593715476,73.2152547897,100.0,7070.7856,-1231.2128,,,,-0.47149667
141,MEX,484.0,Mexico,-1.3511089,-1.3526149,0.012661729,0.08603311,-0.9976933,0.09248324,0.09087002,0.07525663,1922.5383,1.2450001,0.0,1.3,0.26236427,1957.0,-0.40316525,0.23615341,-0.27878863,51.54706,0.43283686,-0.727633,-0.31470808,-0.30443364,0.5871239,2.2918627,-0.37265843,0.41785008,0.9724062,1.6174842,0.45,,,,7.2,57.58,36.0,,0.7858793,1.5717586,2.6195977,0.66654986,4990.9067,23.0,0.207121,Americas,8.997405926549572,1.7973648,0.9,0.02,0.042,0.001,0.003,0.0,0.0,0.13376641,1160.2,60.7687,98.0129,1.7323903950380668,23.940580728,-102.535642846,27.92822795690076,-12452.875,1287.4146,-0.026342548,-0.014825997,42.42,-0.2921257
142,MHL,584.0,Marshall Islands,0.6960187,1.114972,1.5,0.25,-0.7897551,0.8541666,1.0,0.75,1930.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,9.0,,Oceania,,-1.3262907,0.059,0.757,0.12,0.0,0.0,0.0,0.0,,,,,0.013825833123735809,8.02700431424,169.168222354,100.0,17759.137,-926.2226,,,,-0.89109623
143,MKD,807.0,Republic of Macedonia,-0.16103396,0.023620328,1.0223508,0.32567033,-0.6937921,0.81846493,0.30668432,0.13320482,1934.5652,0.16313599,4.88266,,,,,0.2616635,,29.980951,,,,-0.801856,-1.647076,2.0945244,0.7527709,24.746393,0.038569722,1.456632,1.42,,,,,,,,5.8895125,6.871098,8.83427,0.7416291,7577.77,41.833332,0.142786,Europe,8.569923482094651,-2.866894,0.035,0.004,0.006,0.593,0.283,0.0,0.0,0.0,2021.6,6592.55,11498.1,2.6645137305569455,41.6003078445,21.7008719452,0.0,1403.5304,2688.5142,-0.007802683,-0.013546078,,0.0029229582
144,MLI,466.0,Mali,1.1669948,1.0472664,1.3720635,1.8645314,1.2577484,0.77585346,1.0,0.8541926,1909.6039,0.0,0.0,,,,,,-0.3372188,52.281616,0.39290404,0.39209968,0.9560791,-0.614133,0.5433711,2.8884435,,0.9159371,0.70380056,3.6614535,1.1,,,,,,,,0.20958605,0.41917208,0.62875813,0.735564,3014.5,17.0,1.0364499,Africa,6.953415951195852,5.310602,0.02,0.007,0.002,0.0,0.819,0.0,0.0,0.357407,378.462,0.0,0.0,0.14719928619138728,17.3552917731,-3.52441586821,11.687950070578438,-1444.5249,413.69745,0.03274141,0.004061875,,-0.5006554
145,MLT,470.0,Malta,1.420198,1.5747598,3.0,1.3333334,0.5840979,0.9444444,1.0,0.5,1926.6666,3.94669,0.0,4.4,1.4816046,1943.0,0.9160414,,,35.50508,,,,-0.4338513,-0.79565877,2.548107,1.2938385,,,,0.45,,,,,,,,,31.25,62.5,0.73571986,7548.8,35.833332,,Europe,9.84494893497742,-3.2002275,0.945,0.006,0.031,0.0,0.005,0.0,0.0,0.3006656,1659.09,5967.55,8517.6,1.5273087687385571,35.9245731709,14.407158836,0.0,583.16986,2210.9707,-0.0075862096,-0.013846425,,0.22317398
146,MMR,104.0,Myanmar,-0.7461395,-0.6770157,0.3373142,0.2670997,-0.76806974,0.16856007,0.18451549,0.71340185,1939.5315,0.0,0.0,,,,,,,,,,,,,,,4.142967,0.23529534,,,,,,,,,,1.5207969,3.0415938,6.0831876,0.70530945,5195.0,22.0,0.261538,Asia,,1.9205903,0.013,0.056,0.014,0.0,0.024,0.02,0.727,0.0,1599.94,32.8238,45.6159,1.9877095921847436,21.1232842914,96.5136089849,50.24476883718649,9696.823,613.8617,-0.024317633,0.022709576,,-0.62015206
147,MNG,496.0,Mongolia,-0.20789921,0.049834922,0.0038473727,0.11668434,-0.9588223,0.71078134,1.0,0.14335273,1936.1161,0.0,0.0269,,,,,,,,,,,,,,,7.249796,0.028696999,2.4274707,1.1,,,,,,,,0.19150974,0.3191829,0.38301948,0.70653236,5072.0,46.0,1.6758101,Asia,7.313741101069416,-0.6704371,0.0,0.008,0.004,0.001,0.048,0.0,0.225,1.0,86.5899,471.855,579.184,1.0571885355988706,46.8364122669,103.070404335,0.0,10467.437,2948.4497,-0.023466839,0.014821405,,-0.5931911
148,MNP,580.0,Northern Mariana Islands,-0.5960819,-0.38363048,0.0,0.0,-1.106798,0.4756564,0.4756564,0.4756564,1940.4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,Oceania,,,,,,,,,,,,,,1.7000326484247852,15.8003162976,145.629640734,100.0,15153.851,-39.969643,,,,
149,MOZ,508.0,Mozambique,1.1573293,0.9978957,1.3492204,1.9573494,1.3754575,0.7559993,1.0,0.82486475,1908.3135,0.0,0.0,,,,-1.0855135,,,,,,,,,,,2.3937097,0.48044044,4.7285657,0.88,,,,,,,,,0.38260913,1.2753638,0.7444899,1400.0,18.25,0.203434,Africa,6.996845688088856,4.447129,0.158,0.095,0.132,0.0,0.105,0.002,0.0,0.07649982,1955.9,0.0,0.0,0.6123746304372567,-17.2637405568,35.5492445198,87.3647570459732,2838.916,-3433.0122,0.036567636,0.0062542344,,-1.149337
150,MRT,478.0,Mauritania,0.95327175,1.2503275,2.6165495,0.70425576,-0.2136807,0.6528294,1.0,0.7243079,1930.0339,0.0,0.0,,,,,,,,,,,,,,,0.84854424,0.73310083,2.5130851,,,,,,,,,0.20958605,0.41917208,0.62875813,0.72920185,3500.0,20.0,0.543985,Africa,7.327439734240915,3.1423976,0.002,0.0,0.001,0.0,0.991,0.0,0.0,0.7207929,40.0553,0.0,0.0,0.11490945697086252,20.2641529247,-10.3361668092,0.0,-2197.3887,731.69586,0.017824087,0.003581408,,-0.57055134
151,MSR,500.0,Montserrat,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1939.31,0.0,0.0,3.394683877995088,16.7355831026,-62.192612264,100.0,-7975.591,461.6876,,,,
152,MTQ,474.0,Martinique,-1.2309532,-1.572484,0.0,1.0,0.16137387,0.0,0.0,0.0,1930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1542.14,0.0,0.0,1.2061069033729876,14.64853268,-61.0208836518,100.00000000000001,-7849.0415,237.0745,,,,
153,MUS,480.0,Mauritius,0.86259174,1.4219085,2.0,0.0,-1.106798,0.8333333,1.0,1.0,1900.0,1.5904,0.0,,,,,,,,,,,,,,,32.51097,0.12607142,3.0778198,0.35,,,,,,,,,,,0.726162,7471.888,20.283333,,Africa,9.623840259862659,-1.1529891,0.241,0.075,0.011,0.0,0.169,0.44,0.003,,,,,0.9490317544948845,-20.130954168,57.878709167,100.0,5319.2417,-3777.0435,-0.0064807273,0.004768273,,0.054615498
154,MWI,454.0,Malawi,1.0222137,0.8692476,1.9675239,1.8615773,1.254002,0.59342736,1.0,0.583237,1914.7203,0.0,0.0,,,,-0.40316525,,,,,,,,,,,4.6374664,0.15501945,2.6508396,-0.41,,,,,,,,,0.40838996,0.8167799,0.7535308,1808.4,13.5,0.519043,Africa,6.732197773969515,3.6825218,0.247,0.217,0.304,0.0,0.148,0.002,0.0,0.006321339,2133.1,0.0,0.0,1.0272200213107294,-13.2163678089,34.3010257649,39.22364985094371,2707.5552,-2998.1904,0.03666439,0.006321063,,-0.24873754
155,MYS,458.0,Malaysia,-0.4404291,-0.5774535,0.066200405,0.9589996,0.10937827,0.7524287,0.035315726,0.12755504,1941.4747,0.0,0.0,7.6,2.0281482,1962.0,-0.5851248,1.384108,-0.36499262,25.389845,0.3806991,-0.06461728,-0.85268885,-1.234416,0.32513666,2.7876,,23.904963,5.0935247e-05,0.8956924,-0.95,,,,11.8,56.48,45.0,71.875,0.30374825,0.6074965,1.214993,0.69374394,5962.5,2.5,0.0717327,Asia,9.34185118425408,1.6405181,0.033,0.039,0.011,0.0,0.477,0.073,0.067,0.00081266806,882.347,0.0,0.0,1.0087286068410368,3.79085061432,109.709126153,100.0,11133.078,-1276.9906,-0.021810992,0.019025682,43.52,-0.24613535
156,MYT,175.0,Mayotte,0.8814301,0.6392002,0.0,2.0,1.4295459,0.75,1.0,1.0,1895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.833333,,Africa,,,,,,,,,,0.0,1985.07,0.0,0.0,2.6733709688994702,-12.8197174257,45.1434456239,100.0,3915.0115,-2976.6433,,,,
157,NAM,516.0,Namibia,0.2885996,0.084818676,0.16123348,1.5545896,0.8646889,0.5924045,0.7332431,0.62487024,1899.4945,0.92925906,0.0,,,,-0.40316525,0.5932946,,,,,,,,,,11.134306,0.0,1.6589149,0.02,,,,,,,,,0.07194141,0.14388283,0.7448174,2140.975,22.0,0.35894698,Africa,8.569510914776457,2.5488508,0.177,0.493,0.252,0.0,0.0,0.0,0.0,0.56259835,520.952,0.0,0.0,0.9133928547602025,-22.140448639,17.2185842089,0.0,789.8034,-3905.601,0.036427554,0.004537034,,-0.17807019
158,NCL,540.0,New Caledonia,1.0640785,1.2246273,1.772584,1.1083523,0.2987832,0.7297694,1.0,1.0,1865.8461,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71428573,1.2755102,1.5306122,,,21.5,,Oceania,,,,,,,,,,0.003738716,1821.46,0.0,0.0,1.5856597570792985,-21.2992729765,165.66325206,94.2920305878089,17313.596,-4106.4053,,,,
159,NER,562.0,Niger,0.45758912,0.24712145,0.6775335,1.671104,1.0124491,0.6621435,0.8413087,0.35511073,1924.702,0.0,0.0,,,,,,,,,,,,,,,1.0367742,0.6966288,3.0534234,,,,,,,,,0.20958605,0.41917208,0.62875813,0.7402218,3599.0,16.0,1.1802601,Africa,6.693886615520401,4.3542533,0.002,0.001,0.002,0.0,0.907,0.0,0.0,0.26838467,139.197,0.0,0.0,0.17826943744559526,17.4240769767,9.40063579047,0.03212717192259343,-5.805244,395.94302,0.03007112,0.0035228366,,-0.75644934
160,NFK,574.0,Norfolk Island,-1.2731818,-1.2217411,0.09411765,0.0,-1.106798,0.0,0.0,0.5,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1538736734250898,-29.026770463,167.956057814,0.0,17555.318,-4885.3936,,,,
161,NGA,566.0,Nigeria,0.84740627,0.60520846,0.02891431,1.9802886,1.4045484,0.9369168,0.9675079,0.6329486,1928.3108,0.0,0.0,15.0,2.7080503,,-0.40316525,1.5371684,1.2949855,69.51903,-0.68918335,-0.59218854,0.05651061,-0.4384268,-0.05642941,2.8768299,1.3047475,6.3011484,0.31558248,4.100932,0.02,,,,,,27.0,,1.1814605,2.7567413,4.3320217,0.7464535,2734.5,10.0,0.47306,Africa,6.979080472353247,6.184018,0.085,0.216,0.156,0.0,0.439,0.0,0.0,0.07422833,1374.71,0.0,0.0,0.3123664899240141,9.58530371958,8.09233303514,73.43996903855937,-166.07823,-444.17007,0.034187876,0.006425597,,-0.27133197
162,NIC,558.0,Nicaragua,-1.516571,-1.5320945,0.037189543,0.022548141,-1.0782032,0.019912325,0.004249588,0.002635104,1949.508,2.2141001,0.0,,,,,,,,,,,,,,,12.469568,0.0,1.779819,1.31,,,,,,,,0.58738303,1.1747661,1.5663548,0.6845506,5086.0137,13.0,0.0839011,Americas,8.142601897685816,0.52631956,0.824,0.099,0.04,0.0,0.0,0.0,0.001,0.0027222228,1407.27,0.0,0.0,0.9922412826711807,12.8406895731,-85.0329990568,100.0,-10525.016,89.2927,-0.015265288,-0.013477558,,-0.3962826
163,NIU,570.0,Niue,0.3234017,0.35148865,0.0,1.0,0.16137387,0.5,1.0,1.0,1840.0,,,,,,,,,,,,,,,,,,0.7954023,,,,,,,,,,,,,,,,,,,-1.6470628,,,,,,,,,765.115,0.0,0.0,0.17685587899397878,-19.0500043156,-169.860169165,100.0,-20026.988,-3223.1292,,,,
164,NLD,528.0,Netherlands,-1.056604,-0.95366234,0.015414651,0.0,-1.106798,0.4877946,0.0,0.08189033,1945.9055,7.723975,0.0,0.2,-1.609438,1951.0,1.871329,-1.5750645,0.8573022,29.002983,-2.0188167,-0.5694136,0.6493693,2.170492,1.2137531,1.1873446,-2.176351,29.936167,0.0,0.023550235,-1.59,,,24.2,3.3,23.05,10.0,70.2381,5.9031878,8.854781,26.564344,0.7295495,6007.326,52.5,0.028670799,Europe,10.17706126545665,-3.2805681,0.345,0.27,0.19,0.001,0.038,0.006,0.005,0.0,1383.48,7259.23,11271.2,0.036503119863500515,52.2497380903,5.62079758641,0.0,-372.16028,3528.3108,-0.010715959,-0.01190346,76.95,1.1461924
165,NOR,578.0,Norway,-1.2708284,-1.2188282,0.09389888,0.0,-1.106798,0.004187884,0.0005011891,0.4965639,1925.1588,4.85,0.0,0.65,-0.4307829,1974.0,1.3709402,-0.9118017,1.34335,26.320549,0.3683426,-2.286921,1.0937983,2.9448643,1.8040723,1.2765481,-1.4508355,41.501278,0.0,0.0,-1.7,,,,9.5,,3.0,,0.3265306,0.6530612,1.3061224,0.7278814,5000.0,62.0,0.33258402,Europe,10.407051512011977,-3.3548315,0.01,0.897,0.036,0.0,0.01,0.0,0.015,0.0,84.618,516.439,799.79,2.409123540573434,64.4669872864,14.0817269975,0.0,581.98303,4226.024,-0.013215013,-0.00986795,,1.0613989
166,NPL,524.0,Nepal,0.13632306,0.06731651,0.32706586,1.1305345,0.3269141,0.6747603,1.0,0.061609708,1939.0476,0.0,0.0,,,,-0.40316525,0.9504358,,,,,,,,,,6.6207323,0.12143038,2.8722553,,,,,,,64.0,,6.993007,10.489511,13.986014,0.7162813,6000.0,28.0,0.288941,Asia,7.259122321798314,1.1523952,0.0,0.001,0.023,0.0,0.039,0.767,0.082,0.036144506,1652.68,2858.77,4449.79,5.042514984235151,28.2635343693,83.9307694127,0.0,8308.814,1356.6593,-0.020838037,0.015468344,,-0.8855747
167,NRU,520.0,Nauru,0.67368144,0.78506315,2.0,1.0,0.16137387,0.8333333,1.0,0.0,1900.0,,,,,,,,,,,,,,,,,38.914295,0.20318726,,,,,,,,,,,,,,,,,,,-1.6534356,,,,,,,,,,,,0.3112438990390589,-0.640636754192,167.801112077,100.0,17590.373,-1879.0834,,,,1.6538434
168,NZL,554.0,New Zealand,-0.867529,-0.84991664,0.24054939,0.32329085,-0.6968097,0.13470452,0.16164543,0.5808227,1908.0272,6.67072,0.0,,,,1.825839,-1.3709838,1.4406719,23.331108,-0.9652076,0.12295544,,1.8052249,,1.2470175,-0.2363014,31.201803,0.0,0.073210746,-1.92,,,,3.9,34.59,,,,,0.37314826,0.71000844,5082.781,41.0,0.039581,Oceania,9.924412958016498,-3.2991943,0.128,0.455,0.25,0.002,0.002,0.006,0.01,0.012949152,901.38,5054.34,7373.11,2.038175370291672,-41.8058429562,171.477711662,0.0,-1382.3574,-5777.057,-0.017299829,-0.0043760296,65.41,1.1757858
169,OMN,512.0,Oman,1.0730958,1.0749857,2.9957747,1.5073545,0.8047866,0.506349,1.0,0.50919753,1925.4851,0.0,0.0,37.2,3.6163087,1995.5,,1.7667598,,,,,,,,,,16.361036,0.13817225,0.0,,49.490387,47.692307,,,,,,0.3231018,0.6462036,0.6462036,0.7333669,7753.825,21.0,0.110127,Asia,9.692345560406421,-0.59603506,0.021,0.003,0.018,0.007,0.874,0.064,0.008,1.0,2.76266,0.0,0.0,1.10861487397208,20.5949953077,56.1036320123,0.0,5198.1343,637.41614,-0.00482021,-0.0043344996,,-0.2591639
170,PAK,586.0,Pakistan,0.7336308,1.0158863,1.4280813,0.611382,-0.3314606,0.82952625,1.0,0.6777198,1944.832,0.0,0.0,61.2,4.114147,1991.0,-1.1310034,1.2820675,-0.06984923,43.834225,-0.4132957,-0.7997863,-1.0156751,0.006778069,0.27436453,2.7875159,1.0135937,2.3097239,0.8725152,4.266697,0.13,,,,12.3,,,,8.775915,19.874866,25.811514,0.72560614,8960.0,30.0,0.637725,Asia,7.814855332887902,1.5766404,0.007,0.012,0.005,0.0,0.961,0.012,0.001,0.60217214,401.504,1041.87,1634.4,1.9485222870153467,29.9696644049,69.3954631507,0.0,6693.8716,1550.1035,-0.010058104,-0.0009331016,,-0.6417064
171,PAN,591.0,Panama,-1.1035081,-1.133589,0.06750828,0.30239445,-0.72330993,0.15838121,0.16835152,0.17841633,1949.9667,2.0987,0.0,1.7,0.53062826,1956.5,-1.2674731,,,,,,,,,,,0.7827226,0.6917685,0.0,0.35,,,,,,,,0.58738303,1.1747661,1.5663548,0.68795234,4983.8716,9.0,0.0204568,Americas,8.979013246304934,2.0878797,0.733,0.096,0.052,0.001,0.044,0.003,0.008,0.0012452931,955.284,0.0,0.0,1.53955371280761,8.51279213133,-80.1090591707,100.0,-9985.165,-390.56635,-0.0129065085,-0.009613562,,-0.24767603
172,PCN,612.0,Pitcairn,-1.2731818,-1.2217411,0.09411765,0.0,-1.106798,0.0,0.0,0.5,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40361404244995375,-24.4306081976,-128.445294335,100.0,-15427.035,-3856.6692,,,,
173,PER,604.0,Peru,-1.1933296,-1.1663179,0.07562677,0.107732095,-0.97017527,0.16670612,0.024748512,0.26808524,1845.1073,1.1637638,0.0,2.35,0.85441536,1961.5,-1.0400237,0.2871736,0.78154725,54.832165,-0.039728403,0.31985095,-0.31499866,-1.3022037,-0.24823563,2.3024473,0.63904715,0.19381554,0.64617276,1.4124026,0.02,,,,,43.54,,,0.5859375,1.171875,1.5625,0.64335716,5066.0537,10.0,0.254983,Americas,8.343910757260561,2.358871,0.905,0.038,0.03,0.0,0.0,0.0,0.002,0.024725659,700.879,0.0,0.0,1.3471593305598422,-9.17265328153,-74.3611999506,55.78815256359179,-9379.287,-2349.374,-0.018649649,-0.015146228,56.46,-0.17913352
174,PHL,608.0,Philippines,-1.3954792,-1.4249791,0.002538364,0.1286773,-0.9436132,0.107656874,0.01095328,0.023461238,1942.4056,0.0,0.0,0.4,-0.91629076,1962.5,-0.31218547,0.56778514,-0.505252,42.555557,-0.30486923,0.8159282,-0.28237903,-1.4468666,1.063912,2.811006,1.3573658,6.8600435,0.2937337,2.5382032,-0.09,,,,,68.86,31.0,,,0.33537915,1.6768957,0.6833667,5000.0,13.0,0.0273757,Asia,8.249474615733943,1.6445599,0.726,0.032,0.14,0.0,0.062,0.0,0.001,0.002419515,1191.75,0.0,0.0,2.0280526603951214,11.739285001,122.868109577,98.97271722866223,12612.842,-432.23044,-0.022095034,0.019342612,31.14,-0.36712426
175,PLW,585.0,Palau,0.3206284,0.35148865,0.0,0.99148226,0.1505719,0.5,1.0,1.0,1939.6593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,Oceania,9.143892753073837,-1.727964,,,,,,,,,781.425,0.0,0.0,0.47521388135826576,7.80054626136,135.160102566,100.0,13901.482,-925.06024,,,,
176,PNG,598.0,Papua New Guinea,0.5118778,0.47850567,0.2484537,1.2637079,0.4958008,0.58685154,1.0,0.9085252,1936.0154,0.0,0.0,,,,,,,,,,,,,,,3.6449988,0.4500233,1.8876693,,,,,,,,,0.71428573,1.2755102,1.5306122,0.65731204,4000.0,6.0,0.0796111,Oceania,8.378982679968557,1.5361102,0.248,0.523,0.18,0.0,0.0,0.0,0.002,0.0,907.645,0.0,0.0,1.5894923841181572,-6.47648408769,145.252443664,100.0,15069.446,-2479.12,-0.031242112,0.03573914,,-0.25681713
177,POL,616.0,Poland,-0.93624693,-0.8046849,0.00018724582,0.0,-1.106798,0.6660035,0.0,0.0019894869,1939.9403,5.1395,0.0136,,,,0.9615313,0.13411246,-0.23630987,39.435978,1.0874649,-0.5040845,0.8821464,-0.15252557,-0.7974292,2.2326643,0.352496,30.782017,0.06804658,0.98581535,0.02,,,,6.0,55.65,26.0,74.545456,1.6427914,4.1069784,13.142331,0.7358722,6022.5,52.0,0.060476,Europe,9.06079625535065,-3.055981,0.922,0.005,0.021,0.027,0.0,0.0,0.0,0.0,1900.24,7305.48,12366.2,0.296741935134098,52.1243944923,19.4007702472,0.0,1161.4333,3493.0493,-0.012990857,-0.010076701,44.35,0.16091381
178,PRI,630.0,Puerto Rico,-1.5565428,-1.572484,0.0,0.0,-1.106798,0.0,0.0,0.0,1950.0,2.8163397,0.00097646995,3.3,1.1939225,1954.0,,,,53.768574,,,,-0.97361684,,2.6418307,1.2674665,,,,,,,,,,,,0.44332135,0.88664275,1.329964,0.70875376,,18.25,0.012108,Americas,9.962285323536065,,,,,,,,,0.0,2119.82,0.0,0.0,1.4469827863358602,18.2253125227,-66.4637665547,100.0,-8448.246,627.2365,,,,-0.8555341
179,PRK,408.0,Democratic People's Republic of Korea,-0.36172855,-0.09354897,0.0,0.0,-1.106798,0.6666667,1.0,0.0,1950.0,0.0,0.0,,,,,,,,,,,,,,,6.2642245,0.016792415,,,,,,,,,,0.9126586,11.408232,18.253172,0.69295454,4531.5,40.0,0.0697366,Asia,7.229079599330886,0.5060124,0.002,0.0,0.018,0.0,0.0,0.0,0.015,0.0,1779.74,6607.35,10559.1,2.520668968094306,40.1431085006,127.17360331,0.0,13140.795,2361.8206,-0.023539776,0.024349425,,-0.48142487
180,PRT,620.0,Portugal,-0.98948073,-0.87057734,0.0,0.0,-1.106798,0.33327088,0.0,0.4999063,1945.001,3.4719567,0.011202,1.5,0.4054651,1953.5,-0.5396349,-0.96282184,,37.90497,,,,-0.62885606,-0.8510906,1.8214574,-0.07964859,36.38894,0.0,2.2925005,-0.3,,,18.2,7.8,,32.0,,5.464481,6.557377,13.661202,0.7219085,6500.555,39.5,0.0929028,Europe,9.75979843634709,-1.8493706,0.887,0.009,0.027,0.0,0.002,0.0,0.006,0.043933902,1732.48,6829.08,9862.85,1.304441405885868,39.593251559,-8.53129619969,0.0,-1964.3373,2577.5996,-0.010746057,-0.01179822,,0.28895873
181,PRY,600.0,Paraguay,-1.0403771,-0.93970925,0.14602126,0.015500451,-1.0871409,0.50467825,0.001475219,0.001475219,1948.9438,2.355075,0.01632,,,,,,,,,,,,,,,1.0920669,0.91206247,2.6508396,1.85,,,,,,,,,0.25169897,0.50339794,0.65879625,5708.9834,23.0,0.171161,Americas,8.510251888101505,0.7064137,0.887,0.037,0.053,0.0,0.0,0.0,0.002,0.2519768,1990.5,0.0,0.0,0.2454423605094945,-23.2446706535,-58.3933349232,57.033901637704666,-7627.967,-3872.086,-0.02443313,-0.021872984,,-1.0315825
182,PSE,275.0,Occupied Palestinian Territory,0.7181351,0.8268193,3.0,1.032923,0.20312586,0.54389733,1.0,0.049384523,1947.6954,,,28.45,3.348148,1999.5,,,-1.1156983,48.2,0.5868529,-0.42580804,-1.3883818,-0.59902084,0.121558495,2.8388388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077778734,1329.24,4938.56,6667.11,2.775156457117549,31.9136055117,35.2070696731,0.0,2847.647,1779.3113,,,,-0.63865197
183,PYF,258.0,French Polynesia,-0.4025543,-0.5606683,0.06522011,1.0336769,0.20408192,0.26128736,0.96770185,0.0,1899.8896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,15.0,,Oceania,,,,,,,,,,,,,,2.0717402800127047,-15.3457247552,-145.231664016,96.81909154673328,-17283.277,-2882.0469,,,,
184,QAT,634.0,Qatar,1.0612383,1.0632725,3.0,1.5,0.79545987,0.5,1.0,0.5,1925.0,0.07683375,0.0,44.5,3.795489,2004.0,,,-0.92852205,46.792454,1.0549629,-0.40463474,0.026711453,-0.3372884,1.304237,2.9867926,,11.487186,0.0,,0.13,,,,,,,,,0.88393885,0.88393885,0.74287784,8124.1523,25.5,0.014175801,Asia,10.381603578377023,-1.5663341,0.06,0.009,0.021,0.002,0.827,0.025,0.019,1.0,0.0,0.0,0.0,0.18083533023351428,25.2925380156,51.1985642084,0.0,4660.52,1126.0154,-0.007886715,-0.0015273982,,-0.32579547
185,REU,638.0,Réunion,-0.7295245,-0.54880494,0.1882353,0.0,-1.106798,0.8333333,0.0,0.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.58,0.0,0.0,3.8732985248706244,-21.1208218513,55.5400744431,58.335912600063985,5056.913,-3874.8052,,,,
186,ROU,642.0,Romania,-1.2187268,-1.1547832,0.08719253,0.0011071068,-1.1053941,0.30092713,0.0,0.06506722,1907.7311,0.06604,2.6314402,,,,-0.40316525,-0.06996822,0.32584974,22.160734,1.235739,1.2144381,0.26230907,-0.7817941,-1.0292716,2.2989085,0.2599516,20.837414,0.0,1.5184027,0.24,,,,,63.64,12.0,,3.482652,3.482652,8.70663,0.7429342,7513.3,46.0,0.110138,Europe,8.55854808792038,-1.9771218,0.08,0.059,0.012,0.729,0.013,0.0,0.0,0.062673435,2150.78,6811.48,11578.0,1.2666162640009218,45.8431905878,24.9858615669,0.0,1775.0911,3023.2625,-0.008597667,-0.012750159,36.36,-0.040525343
187,RUS,643.0,Russian Federation,-1.2869815,-1.2710155,0.19243896,0.13657813,-0.9335936,0.12194211,0.116389036,0.11527704,1945.3754,0.0383,2.6809702,,,,0.0062437095,0.0065620327,-0.6080908,32.905914,0.023321683,-0.039778244,-0.29902473,0.13980119,0.16221003,1.3511367,-1.0440515,14.452007,0.0,1.1202325,0.45,58.62171,54.210526,,,,56.0,,0.12819465,0.2502848,0.74474984,0.73332053,5061.0,60.0,2.38558,Europe,9.133832867883987,0.08526375,0.008,0.009,0.05,0.505,0.076,0.005,0.004,0.15451936,285.648,1628.62,2282.23,0.9397071568472721,61.9903973088,96.7112717399,0.0,9776.689,3941.423,-0.01326575,-0.009709874,,-0.14771256
