Age	Gender	Education	Religion	Political	Pregnant	Catch_response	FILTER	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12_Catch	Q13	Q14	Q15	Q16_Catch	Q17	Q18	Q19	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Mean_general_ds	Mean_core	Mean_Animal_reminder	Mean_Contamination
33	1	15	0	2	1	1	1	3	1	4	1	1	4	4	4	4	4	4	4	4	1	0	0	1	0	4	1	3	4	1	0	1	0	0	1.95652173913043	2.18181818181818	1.875	1.5
34	0	15	0	1	1	1	1	0	3	4	4	2	3	2	3	4	3	2	4	1	2	2	0	2	1	0	3	3	3	0	1	0	0	2	2.08695652173913	2.18181818181818	1.875	2.25
25	0	15	2	0	1	1	1	0	0	0	4	1	2	0	0	1	2	0	4	4	4	1	0	2	1	3	0	0	3	1	3	3	3	3	1.73913043478261	1.72727272727273	1.75	1.75
53	1	11	0	1	1	1	1	1	4	4	1	2	3	4	2	4	4	4	4	4	2	1	0	3	2	4	4	4	4	4	4	4	2	2	3.04347826086957	3.09090909090909	3.125	2.75
20	0	12	0	1	1	1	1	1	1	3	4	1	4	4	3	4	2	0	4	4	3	3	0	2	4	2	2	4	4	0	3	2	1	4	2.65217391304348	2.54545454545455	2.625	3
63	0	12	0	0	1	1	1	2	1	3	4	3	2	4	4	4	0	3	4	4	4	3	0	2	2	4	3	4	3	3	4	3	3	3	3.08695652173913	3.09090909090909	3	3.25
22	1	15	0	1	1	1	1	1	2	2	0	1	1	4	2	1	0	2	4	1	2	2	0	2	0	4	1	4	2	1	1	2	0	2	1.82608695652174	2	2.25	.5
31	1	16	0	1	1	0	0	0	1	3	1	0	0	1	1	1	2	4	0	1	4	4	0	2	0	3	1	4	3	2	1	3	0	4	 	 	 	 
24	1	8	1	0	1	1	1	0	0	1	4	0	1	0	0	0	1	0	4	3	4	0	0	2	0	0	2	1	2	1	0	1	0	0	1.26086956521739	1.36363636363636	1.125	1.25
32	1	15	0	1	1	1	1	3	4	2	4	4	1	4	1	4	4	3	4	3	3	4	0	1	1	3	2	4	3	4	3	3	0	1	2.8695652173913	2.45454545454545	3.25	3.25
32	1	 	0	0	1	1	0	 	0	3	3	0	0	3	0	1	4	4	4	0	0	2	0	3	0	1	2	2	4	0	0	2	0	2	 	 	 	 
28	1	15	2	0	1	1	1	0	2	0	4	2	2	4	3	3	2	0	4	3	3	4	0	1	0	4	1	4	2	1	1	1	0	1	2.17391304347826	1.72727272727273	2.875	2
69	0	18	0	1	1	1	1	3	3	1	0	2	1	3	3	4	3	3	4	1	4	1	0	3	3	3	0	4	2	1	2	2	0	3	2.34782608695652	2.09090909090909	2.875	2
69	0	12	0	1	1	1	1	0	3	1	4	2	2	4	4	4	0	1	4	4	4	4	0	3	0	4	1	4	3	4	4	1	2	3	2.82608695652174	2.54545454545455	3.125	3
20	1	12	0	1	1	1	1	1	0	0	4	2	1	4	0	4	4	1	4	2	4	1	0	2	3	4	2	4	4	2	3	0	0	4	2.39130434782609	1.81818181818182	2.75	3.25
57	0	12	0	0	1	1	1	0	1	3	4	0	0	4	4	4	0	3	4	4	4	3	0	3	2	4	4	4	4	4	4	4	3	4	3.08695652173913	3.27272727272727	2.625	3.5
27	1	13	0	2	1	1	1	3	4	4	4	2	2	4	4	3	3	3	4	4	3	3	0	4	2	4	1	4	4	4	4	3	4	4	3.34782608695652	3.36363636363636	3.375	3.25
22	0	15	2	0	1	1	1	0	1	4	4	1	1	4	2	2	4	0	4	1	4	3	0	3	0	4	0	3	1	1	3	2	2	1	2.1304347826087	1.90909090909091	2.625	1.75
27	0	15	0	0	1	1	1	0	2	4	4	2	0	4	4	2	2	1	4	4	3	3	0	4	1	4	4	4	4	2	2	1	3	2	2.78260869565217	2.81818181818182	3	2.25
24	0	14	0	0	1	1	1	0	1	0	3	3	3	3	3	3	0	3	4	4	4	3	0	3	3	4	3	1	2	3	4	1	3	3	2.56521739130435	2.45454545454545	2.5	3
17	1	12	2	0	1	0	0	0	4	3	1	0	4	4	3	0	2	0	4	4	2	3	4	3	2	4	2	4	0	1	1	3	 	 	 	 	 	 
22	0	12	1	0	1	1	1	0	2	2	4	2	4	2	4	1	0	1	4	4	3	4	0	3	1	2	1	4	4	1	3	4	0	4	2.47826086956522	2.90909090909091	2.25	1.75
30	1	15	0	1	1	1	1	0	2	3	4	0	1	1	1	1	4	1	4	3	0	0	0	2	0	0	0	1	2	0	0	2	0	2	1.30434782608696	1.81818181818182	.625	1.25
20	1	14	1	1	1	1	1	3	0	2	4	0	0	0	4	4	1	0	4	0	0	4	1	1	1	0	0	1	4	1	0	3	0	0	1.43478260869565	1.63636363636364	.625	2.5
25	1	15	1	1	1	1	1	3	2	4	2	4	2	1	4	1	4	2	4	3	1	2	0	1	1	2	2	3	1	1	3	2	0	0	2	2.18181818181818	2.125	1.25
26	0	16	2	0	1	1	1	0	4	4	4	3	0	4	4	2	0	2	4	3	3	2	0	3	0	3	0	4	3	1	4	1	1	3	2.47826086956522	2.27272727272727	3.125	1.75
30	1	15	0	0	1	1	1	0	3	3	1	3	2	4	4	3	0	1	4	3	4	4	0	1	2	3	0	2	1	2	2	3	3	2	2.34782608695652	2.27272727272727	2.625	2
31	1	12	0	1	1	1	1	4	0	3	0	0	0	4	4	3	0	0	4	2	3	2	0	1	2	4	1	4	2	3	4	2	0	3	2.04347826086957	1.81818181818182	2.375	2
62	0	 	0	1	1	0	0	1	0	4	4	2	4	4	4	1	4	0	0	3	1	4	0	2	0	4	0	3	4	2	4	0	0	2	 	 	 	 
64	1	22	0	1	1	1	1	4	1	3	4	0	0	4	2	1	3	3	4	1	3	2	0	3	3	1	1	2	3	4	1	1	0	2	2.04347826086957	1.90909090909091	1.75	3
39	0	20	0	1	1	1	1	3	3	4	4	2	0	4	4	1	0	4	4	4	4	4	1	3	1	4	3	4	4	3	4	4	2	3	3.08695652173913	3.36363636363636	3.125	2.25
26	0	12	0	0	1	1	1	4	1	4	0	0	2	4	1	0	0	3	4	1	0	4	0	2	0	2	3	4	4	0	1	4	0	4	1.95652173913043	3	1.5	0
22.5	0	12	1	0	1	1	1	1	4	4	4	4	2	4	4	3	0	4	4	3	4	3	0	3	1	4	2	4	4	3	4	2	4	4	3.26086956521739	3.27272727272727	3.5	2.75
67	1	16	0	1	1	1	1	3	2	2	0	3	2	1	3	0	4	3	4	0	3	1	0	1	1	3	1	1	1	1	1	1	2	1	1.47826086956522	1.54545454545455	1.875	.5
28	0	15	0	0	1	1	1	0	4	4	1	0	0	4	4	0	0	0	4	4	3	3	0	4	2	4	3	4	4	4	4	3	2	4	2.73913043478261	3	2.875	1.75
29	0	17	0	2	1	1	1	4	3	3	4	1	1	4	3	1	0	4	4	0	3	3	0	2	2	4	1	4	4	1	4	3	0	3	2.65217391304348	2.72727272727273	2.875	2
26	1	12	0	0	1	1	1	0	2	4	1	0	0	2	3	2	0	1	4	4	0	3	0	2	0	4	1	4	0	4	1	3	0	1	1.82608695652174	2	1.625	1.75
32	1	15.5	1	0	1	1	1	3	0	4	3	1	4	4	4	2	0	1	4	4	4	4	0	4	2	4	3	1	4	3	4	4	3	3	2.78260869565217	3.27272727272727	2.25	2.5
29	1	16	0	1	1	1	1	4	4	3	4	0	1	4	1	4	0	0	4	3	4	3	0	1	1	2	0	4	4	1	1	0	0	1	2.1304347826087	1.81818181818182	2.375	2.5
41	1	15	1	1	1	1	1	1	4	1	2	4	4	0	4	0	1	0	4	4	4	4	0	1	1	4	4	2	4	1	1	4	0	0	2.34782608695652	2.45454545454545	2.875	1
69	1	12	0	1	1	1	1	0	4	1	2	1	1	4	3	4	0	1	4	4	4	4	0	2	3	4	0	3	4	4	3	3	1	2	2.78260869565217	2.54545454545455	2.875	3.25
24	0	 	2	0	1	1	0	2	4	4	3	2	0	4	4	3	0	4	4	4	4	4	0	3	3	4	4	4	4	4	4	3	4	4	 	 	 	 
22	0	12	0	1	1	1	1	0	3	2	4	0	0	0	4	4	0	3	4	4	4	3	0	3	2	4	4	4	4	3	3	4	2	3	2.82608695652174	3.09090909090909	2.25	3.25
25	0	14	0	2	1	1	1	3	0	4	3	0	0	3	3	3	0	4	4	4	4	2	0	1	0	4	1	4	4	1	1	2	0	4	2.26086956521739	2.63636363636364	2	1.75
28	1	12	0	1	1	1	1	1	4	4	1	1	3	4	4	4	4	2	4	4	4	4	0	2	0	4	3	4	4	3	3	4	3	2	2.95652173913043	3.18181818181818	3.125	2
32	1	24	0	0	1	1	1	3	2	4	4	0	4	0	4	2	3	2	4	3	0	3	0	2	1	1	0	1	1	1	0	1	1	1	1.56521739130435	2	.75	2
46	1	12	0	0	1	1	1	3	0	2	4	0	0	0	4	3	3	0	4	4	3	3	0	2	0	4	3	4	4	4	0	2	0	2	2.17391304347826	2.36363636363636	1.625	2.75
47	1	19	0	1	1	1	0	4	0	4	0	0	 	1	0	0	2	1	4	0	3	 	0	3	1	1	3	4	4	4	1	4	0	2	 	 	 	 
32	0	17	0	2	1	1	1	4	2	3	0	0	1	3	4	0	2	3	4	0	0	2	0	1	1	1	2	3	3	0	0	3	0	0	1.65217391304348	2.27272727272727	1.5	.25
37	1	15	0	2	1	1	1	4	0	0	0	0	1	0	0	0	2	0	4	1	0	1	0	2	0	2	1	3	3	0	1	2	1	0	1	1.27272727272727	1.125	0
55	0	12	1	1	1	1	1	0	0	3	4	1	1	4	1	1	0	1	4	1	0	2	0	2	1	4	1	3	2	2	1	1	1	1	1.73913043478261	1.72727272727273	1.625	2
38	1	12	0	0	1	1	1	3	4	3	4	2	2	1	4	0	4	1	4	0	4	4	0	1	0	2	2	4	4	3	1	1	0	2	2.21739130434783	2.27272727272727	2.375	1.75
58	0	12	1	0	1	1	1	0	4	1	4	2	3	0	1	1	4	1	4	4	4	3	0	1	1	0	0	2	2	1	0	1	0	1	1.60869565217391	1.54545454545455	1.625	1.75
24	0	 	0	2	1	1	0	0	3	3	4	4	3	4	3	0	4	2	4	1	3	2	0	1	0	4	1	4	2	1	4	4	2	4	 	 	 	 
30	1	14	0	1	1	0	0	3	3	4	3	2	3	4	4	2	1	1	4	2	4	3	3	3	2	4	4	4	3	2	4	4	1	3	 	 	 	 
37	0	17	0	2	1	1	1	4	4	3	4	4	0	4	4	4	0	4	4	4	4	4	0	3	1	4	3	4	4	4	4	3	0	3	3.30434782608696	3.18181818181818	3.5	3.25
48	1	15	0	2	1	1	1	4	3	4	4	0	3	4	4	2	0	2	4	0	0	4	0	3	0	4	0	4	0	0	2	4	0	4	2.17391304347826	2.45454545454545	2.125	1.5
25	0	15	1	0	1	1	1	0	4	3	4	0	0	4	3	1	0	0	4	3	1	4	0	2	1	4	3	4	4	3	4	3	0	4	2.56521739130435	2.63636363636364	2.625	2.25
28	1	12	1	0	1	1	1	1	4	0	1	0	0	4	2	4	2	0	4	0	3	0	0	2	1	4	3	4	2	4	4	2	0	4	2.21739130434783	1.36363636363636	3.25	2.5
41	1	15	0	1	1	0	0	4	4	0	0	0	3	0	4	1	3	0	0	0	0	2	0	1	0	0	0	2	3	3	0	2	0	3	 	 	 	 
24	1	12	2	0	1	1	1	0	4	2	3	1	3	4	4	1	3	2	4	2	2	2	0	1	1	2	1	4	3	1	3	1	4	2	2.17391304347826	2	2.75	1.5
32	0	12	0	1	1	1	1	0	3	1	2	2	2	4	3	1	2	3	4	4	4	3	0	3	2	4	3	4	4	3	4	2	3	2	2.91304347826087	2.81818181818182	3.5	2
55	0	12	0	2	1	1	1	3	3	4	0	1	1	4	4	4	0	0	4	1	4	4	0	2	1	2	0	4	4	4	4	3	0	3	2.60869565217391	2.63636363636364	2.75	2.25
22	0	12	0	1	1	1	1	0	4	3	4	3	2	4	4	2	4	0	4	2	4	4	0	3	0	4	1	4	4	2	4	3	1	4	2.91304347826087	2.81818181818182	3.5	2
25	1	15	2	0	1	1	1	0	4	3	4	1	1	3	1	1	1	0	4	4	0	0	0	2	1	3	3	3	4	1	4	2	0	1	2.30434782608696	2.18181818181818	2.75	1.75
24	0	15	0	2	1	1	1	0	1	3	2	4	2	3	4	4	0	0	4	4	3	4	0	2	1	4	0	4	2	0	0	2	0	4	2.34782608695652	2.54545454545455	2.375	1.75
23	0	12	1	1	1	1	1	0	4	4	3	0	1	4	4	2	1	3	4	4	3	4	1	3	0	2	2	4	4	1	2	3	2	4	2.95652173913043	3.54545454545455	2.875	1.5
24	1	14	2	0	1	1	1	0	0	0	4	2	1	3	1	3	2	0	4	4	3	2	0	1	0	1	0	3	2	2	2	2	0	1	1.8695652173913	1.54545454545455	2.125	2.25
23	0	15	1.5	1	1	1	1	0	4	3	4	3	0	4	4	4	1	0	4	2	3	4	0	4	1	4	2	4	3	3	4	3	4	4	3.08695652173913	2.63636363636364	3.75	3
28	1	14	0	1	1	1	1	1	3	2	3	0	1	4	4	3	2	0	4	4	3	1	0	2	1	2	2	4	4	4	4	3	3	3	2.73913043478261	2.63636363636364	2.875	2.75
33	1	17	1	0	1	1	0	0	4	1	2	2	3	4	1	1	2	0	4	 	4	0	0	2	0	2	2	2	3	2	3	0	3	1	 	 	 	 
62	0	15	0	2	1	1	1	0	4	4	4	0	0	4	4	4	1	3	4	3	4	3	0	4	4	3	2	4	3	4	3	1	0	3	3.1304347826087	2.72727272727273	3.25	4
61	0	12	1	0	1	0	0	0	0	0	0	3	3	0	0	0	3	2	0	0	0	4	0	4	4	4	2	4	4	4	4	4	 	4	 	 	 	 
19	1	12	1	0	1	1	1	0	1	3	2	2	3	4	2	2	0	1	4	4	3	3	0	3	0	2	3	4	4	2	2	3	0	4	2.43478260869565	2.90909090909091	2.25	1.5
37	1	16	0	1	1	1	1	4	3	3	1	0	4	3	3	0	0	3	4	4	3	1	0	1	0	3	2	4	2	0	0	2	0	1	1.73913043478261	2.09090909090909	2	.25
41	0	18	0	2	1	1	1	0	3	4	4	0	4	3	4	4	0	3	4	4	4	4	0	3	4	4	3	4	4	2	4	4	1	4	3.21739130434783	3.45454545454545	2.75	3.5
38	1	22	0	2	1	1	1	3	0	1	1	0	4	1	3	1	0	0	4	2	1	3	0	1	1	2	1	3	2	1	1	3	3	3	1.39130434782609	1.81818181818182	1	1
26	1	12	1	0	1	1	1	0	3	3	3	3	1	3	3	1	1	0	4	4	0	4	0	2	0	2	0	4	2	0	2	4	2	2	2.30434782608696	2.54545454545455	2.625	1
24	0	15	0	1	1	1	1	0	0	0	0	2	0	0	4	0	0	0	4	4	4	2	0	2	2	4	3	3	4	4	4	2	4	0	1.91304347826087	1.90909090909091	2.125	1.5
30	0	15	0	2	1	1	1	0	4	1	4	3	0	4	3	1	0	3	4	2	4	4	0	3	0	3	4	4	4	2	2	4	2	4	2.73913043478261	2.90909090909091	3	1.75
28	0	 	2	0	1	1	0	0	4	4	4	1	4	4	2	4	3	1	4	4	2	2	0	3	1	4	3	4	3	1	4	1	2	3	 	 	 	 
26	0	16	0	2	1	1	1	4	3	4	4	1	0	4	4	1	0	3	4	4	3	4	0	3	0	4	2	4	4	2	4	2	0	3	2.73913043478261	3	2.875	1.75
23	0	13	0	2	1	1	1	3	0	2	3	2	4	4	4	1	4	3	4	4	2	3	0	2	0	3	3	4	3	1	3	2	0	2	2.30434782608696	2.63636363636364	2.375	1.25
58	0	12	0	1	1	1	0	0	0	0	1	0	0	0	4	4	1	0	4	4	4	3	0	3	0	1	1	3	 	2	2	1	2	4	 	 	 	 
33	0	17	0	0	1	1	1	2	1	3	2	3	4	3	4	4	4	4	4	3	4	3	0	2	1	3	1	4	4	2	3	3	1	3	2.69565217391304	2.81818181818182	2.75	2.25
25	1	12	2	0	1	1	1	2	4	0	1	0	4	1	4	2	4	1	4	0	0	2	0	1	0	3	2	4	2	1	2	3	1	2	1.60869565217391	1.63636363636364	1.875	1
32	0	17	0	0	1	1	1	0	3	3	4	0	4	4	2	2	2	1	4	4	4	4	0	2	0	0	1	4	4	4	1	2	1	4	2.47826086956522	2.54545454545455	2.375	2.5
22	0	13	0	2	1	1	1	0	4	4	4	0	1	4	4	2	4	0	4	4	3	3	1	1	1	3	1	4	3.5	3	1	4	4	4	2.71739130434783	2.95454545454545	2.5	2.5
24	0	15	2	0	1	1	1	0	3	4	4	0	0	4	4	2	0	4	4	0	4	3	0	1	0	3	2	4	2	1	4	1	2	3	2.30434782608696	2.18181818181818	2.75	1.75
48	1	15	0	2	1	1	1	1	0	1	4	0	1	2	3	2	2	4	4	3	3	2	0	3	1	0	1	4	2	3	1	1	0	3	2.17391304347826	2.45454545454545	1.625	2.5
20	0	12	0	1	1	1	1	0	3	3	4	3	0	4	4	3	0	3	4	4	4	3	0	3	2	4	2	4	2	3	4	4	2	2	2.95652173913043	2.72727272727273	3.25	3
18	1	12	2	0	1	1	1	0	3	1	4	2	4	4	4	2	0	3	4	4	2	4	1	3	0	4	2	4	3	4	4	2	4	2	2.69565217391304	2.63636363636364	2.875	2.5
31	1	15	0	2	1	1	1	3	0	0	1	1	2	2	2	3	1	0	4	2	0	1	0	3	0	0	1	1	2	1	1	2	0	3	1.43478260869565	1.72727272727273	1.125	1.25
69	1	14	0	1	1	1	1	0	3	3	3	1	1	4	3	2	1	2	4	3	2	3	0	2	1	1	0	3	1	0	2	4	1	3	2.34782608695652	2.54545454545455	2.5	1.5
31	1	15	1	0	1	1	1	1	1	3	4	2	3	3	4	1	4	3	4	2	3	3	0	3	1	3	3	4	3	3	2	2	0	2	2.52173913043478	2.72727272727273	2.375	2.25
28	1	15	0	1	1	1	1	2	0	2	3	3	1	4	0	0	1	0	4	2	0	1	0	1	0	2	2	2	3	0	3	1	0	0	1.60869565217391	1.45454545454545	2.25	.75
38	0	15	0	1	1	1	1	4	4	3	3	0	3	4	3	4	2	0	4	3	3	2	0	3	1	4	0	4	4	2	4	1	0	4	2.65217391304348	2.27272727272727	3.25	2.5
19	0	12	1	0	1	1	1	0	3	3	3	0	2	4	2	3	0	3	4	4	4	2	0	1	0	4	3	4	3	4	4	2	0	4	2.73913043478261	2.72727272727273	2.875	2.5
19	0	12	2	0	1	1	1	0	2	1	4	3	0	4	4	1	1	4	4	3	4	4	0	3	4	4	3	4	4	4	4	4	2	4	3.30434782608696	3.09090909090909	3.625	3.25
49	1	15	1	1	1	1	1	3	0	0	0	0	1	0	0	4	1	1	4	0	0	3	0	1	0	0	0	3	0	2	0	0	0	2	1.04347826086957	1	.875	1.5
30	1	16	0	1	1	1	1	3	3	3	4	3	0	3	4	2	0	1	4	4	4	1	0	1	0	2	1	2	3	2	1	3	1	1	2.08695652173913	2	2.25	2
59	1	15	2	0	1	1	1	1	3	3	2	4	3	3	3	1	3	3	4	2	3	2	0	3	3	3	1	3	1	3	2	3	2	1	2.43478260869565	2.18181818181818	2.875	2.25
34	0	17	0	2	1	1	1	0	1	3	4	1	2	4	4	3	3	0	4	1	3	2	0	1	0	3	1	3	4	2	4	2	1	1	2.26086956521739	2	2.625	2.25
31	0	15	0	1	1	1	1	0	1	1	4	4	0	3	4	0	0	34	4	3	3	4	0	4	0	4	2	4	4	1	3	1	3	4	3.82608695652174	5.54545454545455	2.75	1.25
43	1	15	2	0	1	1	1	4	0	0	0	4	1	4	3	0	3	0	4	4	0	1	0	1	0	4	0	4	0	0	2	1	4	2	1.56521739130435	1.45454545454545	2.5	0
50	0	23	1	0	1	1	1	3	0	0	3	0	1	0	0	0	0	0	4	3	3	1	0	0	2	3	0	2	3	0	1	1	1	2	1.21739130434783	1.27272727272727	1.125	1.25
29	0	17	0	1	1	1	1	3	1	3	2	1	0	4	3	1	3	2	4	4	4	2	0	2	0	4	1	4	3	1	4	2	1	3	2.30434782608696	2.27272727272727	3	1
25	1	15	0	1	1	1	1	4	4	3	0	1	3	4	4	4	0	4	4	4	4	4	0	2	0	2	4	4	4	4	4	2	0	3	2.91304347826087	3.27272727272727	2.875	2
34	1	15	0	0	1	1	1	0	1	4	3	3	2	3	3	3	4	3	4	2	4	3	0	3	3	3	0	1	1	1	2	1	0	0	2.21739130434783	2.09090909090909	2.25	2.5
28	1	15	0	2	1	1	1	4	0	0	0	0	4	0	0	1	1	0	4	0	0	0	0	1	0	0	0	1	1	0	1	1	0	2	.565217391304348	.545454545454545	.75	.25
30	0	15	1	1	1	1	1	0	4	3	4	0	0	4	3	0	0	0	4	4	4	4	0	2	1	4	1	4	2	3	4	0	0	1	2.26086956521739	1.81818181818182	3	2
31	0	15	0	2	1	1	1	2	2	3	4	2	2	4	3	3	3	2	4	4	3	3	0	3	2	3	0	3	3	3	3	3	0	4	2.82608695652174	2.81818181818182	2.75	3
22	1	15	0	1	1	1	1	0	1	2	0	0	2	3	0	1	0	1	4	1	1	1	1	1	0	3	1	4	0	0	1	1	1	2	1.17391304347826	1.18181818181818	1.625	.25
26	0	17	0	0	1	1	1	1	4	3	3	2	0	4	3	3	0	0	4	3	3	2	1	2	0	3	4	4	4	3	4	2	1	2	2.52173913043478	2.27272727272727	3	2.25
39	0	15	0	2	1	1	1	1	2	3	4	0	1	3	3	0	2	3	4	4	1	0	0	2	0	1	0	3	3	1	1	0	0	4	1.95652173913043	2.36363636363636	1.75	1.25
20	0	12	0	2	1	1	1	3	4	0	4	0	3	4	4	0	0	4	4	0	4	4	0	0	0	3	0	4	4	0	4	3	4	4	2.26086956521739	2.27272727272727	2.875	1
45	0	17	0	2	1	1	1	0	3	3	4	0	2	4	4	3	4	1	4	1	1	2	0	3	2	3	1	3	3	3	1	1	1	3	2.30434782608696	2.27272727272727	2	3
47	0	15	0	2	1	1	1	3	3	3	4	3	1	4	3	4	3	4	4	4	4	4	0	3	2	4	1	4	4	4	3	3	3	4	3.39130434782609	3.36363636363636	3.375	3.5
16	0	11	2	0	1	1	1	0	3	3	3	1	1	3	3	0	0	4	4	3	4	3	0	2	0	4	3	4	4	2	4	0	2	4	2.65217391304348	3	2.875	1.25
24	1	12	0	1	1	1	1	3	1	1	3	3	0	3	2	3	2	3	4	1	3	3	0	2	1	4	0	3	3	2	3	3	1	2	2.26086956521739	1.81818181818182	2.875	2.25
19	1	12	0	0	1	1	0	3	0	 	0	0	3	2	2	0	4	0	4	0	0	0	0	1	0	0	2	4	4	2	4	2	0	2	 	 	 	 
21	1	12	0	0	1	1	1	0	2	0	4	2	0	4	4	1	0	0	4	0	3	3	0	4	1	3	1	3	4	3	4	2	2	1	2.1304347826087	1.72727272727273	2.625	2.25
33	0	15.5	0	1	1	1	1	3	1	4	4	1	0	4	4	0	4	4	4	0	3	2	0	2	1	4	1	4	4	4	4	3	1	4	2.56521739130435	2.54545454545455	2.75	2.25
27	0	15	0	1	1	1	1	3	2	1	4	1	2	4	0	2	2	0	4	3	3	3	0	2	0	3	0	3	3	1	2	1	0	2	2	1.63636363636364	2.625	1.75
20	0	12	2	0	1	1	1	0	4	2	4	1	3	4	2	3	0	0	4	4	2	1	0	1	0	4	2	4	3	3	2	3	2	3	2.34782608695652	2.09090909090909	2.625	2.5
26	0	18	0	1	1	1	1	0	3	1	4	1	2	1	4	4	4	4	4	4	4	2	0	3	2	4	2	2	4	3	4	3	3	3	2.8695652173913	3	2.5	3.25
22	0	12	0	2	1	1	1	2	3	3	1	3	0	4	4	3	0	4	4	2	4	3	0	3	1	4	3	4	3	3	4	3	1	4	2.8695652173913	2.90909090909091	3.25	2
33	0	12	0	1	1	1	1	0	1	1	4	3	0	0	4	2	0	0	4	4	4	3	0	2	0	1	1	4	4	4	2	2	0	4	2.17391304347826	2.27272727272727	1.875	2.5
48	0	18	1	1	1	1	1	0	4	4	4	3	0	4	1	4	0	4	4	4	4	4	0	3	1	4	0	4	3	4	4	3	0	4	3.04347826086957	2.72727272727273	3.375	3.25
31	1	15	0	2	1	1	1	4	1	4	4	0	2	4	3	3	0	0	4	4	3	3	0	2	1	4	4	3	3	2	4	4	0	4	2.73913043478261	3.09090909090909	2.375	2.5
21	0	12	1	0	1	0	0	0	2	4	4	0	1	4	4	2	1	4	4	4	4	2	3	3	0	4	4	4	4	3	3	4	2	4	 	 	 	 
23	1	12	1	0	1	1	1	0	1	2	1	3	2	3	2	2	4	3	4	2	3	0	0	1	0	4	0	1	0	0	1	0	0	0	1.43478260869565	1.18181818181818	2.125	.75
32	1	13	0	1	1	1	1	3	4	3	3	4	3	4	4	3	3	4	4	3	4	4	0	3	0	4	2	4	4	2	4	3	3	3	3.17391304347826	3.18181818181818	3.75	2
29	0	12	0	1	1	1	1	2	0	4	1	0	0	0	1	2	1	0	4	3	2	2	0	2	0	1	2	3	3	3	0	0	0	1	1.47826086956522	1.63636363636364	1.25	1.5
34	0	15	0	2	1	1	1	3	1	4	4	3	0	4	4	1	0	4	4	0	4	3	0	3	0	4	2	4	4	2	2	3	0	4	2.60869565217391	2.81818181818182	2.75	1.75
29	0	15	1	0	1	1	1	4	0	3	4	0	0	3	0	0	1	0	4	4	4	1	0	2	0	3	0	0	2	1	1	2	0	2	1.56521739130435	1.45454545454545	1.875	1.25
26	1	12	0	1	1	1	1	0	0	3	4	1	4	2	3	0	4	0	4	0	0	0	0	0	0	2	0	2	1	0	1	0	0	1	.956521739130435	.818181818181818	1.125	1
20	0	12.5	2	1	1	1	0	0	4	4	4	2	 	3	3	3	0	3	4	3	0	3	0	3	4	3	1	4	4	2	4	4	4	4	 	 	 	 
22	1	13	0	1	1	1	1	1	0	2	3	1	2	3	2	3	2	3	4	4	3	2	0	3	1	1	2	3	2	1	3	4	3	3	2.39130434782609	2.72727272727273	2.125	2
21	0	12	0	0	1	1	1	3	3	2	4	0	1	3	1	2	1	1	4	2	0	1	0	2	1	1	0	1	1	1	1	2	0	1	1.65217391304348	1.54545454545455	1.625	2
23	1	12	0	0	1	1	1	3	2	3	4	1	4	2	0	3	4	4	4	2	2	3	0	3	1	3	4	1	4	4	4	4	0	3	2.56521739130435	2.81818181818182	2	3
28.5	1	17	2	0	1	1	0	0	0	4	0	0	4	0	3	3	3	0	4	2	2	3	0	3	1	4	4	2	4	1	3	4	 	0	 	 	 	 
22	0	12	0	2	1	1	1	2	0	3	0	0	1	1	1	2	1	2	4	4	4	2	0	1	0	3	1	2	0	1	1	1	0	0	1.60869565217391	1.72727272727273	1.875	.75
60	1	13	0	0	1	1	1	0	3	0	2	2	1	4	4	4	1	0	4	4	4	4	0	1	2	1	1	1	2	0	1	3	0	0	2.21739130434783	2.09090909090909	2.5	2
25	1	15	0	1	1	1	1	0	1	0	4	3	2	4	0	3	0	1	4	4	1	1	0	0	0	4	0	4	4	0	0	0	0	2	1.69565217391304	1.36363636363636	2.125	1.75
28	0	17	0	2	1	1	1	4	3	4	2	0	1	2	4	0	4	0	4	2	2	1	0	1	0	3	1	4	4	0	1	1	0	2	1.82608695652174	2.18181818181818	2	.5
22	0	12	0	1	1	1	1	3	4	3	0	2	1	4	4	3	3	4	4	4	3	1	0	3	0	4	1	4	4	0	2	2	2	3	2.65217391304348	3	3.125	.75
25	0	 	0	0	1	1	0	0	2	4	3	3	3	4	3	2	2	1	4	4	4	2	0	2	1	2	0	4	4	3	3	2	3	1	 	 	 	 
32	1	15	2	0	1	1	1	0	0	3	1	0	1	0	3	2	1	0	4	3	1	0	0	3	1	1	0	0	0	0	0	1	0	1	1.21739130434783	1.63636363636364	.75	1
30	0	15	1	0	1	1	1	0	0	4	4	4	0	4	4	44	1	4	4	4	4	3	0	4	1	4	4	4	4	4	4	4	4	4	5.21739130434783	3.54545454545455	3.5	13.25
34	0	18	0	2	1	1	1	3	4	1	4	0	4	4	3	0	0	3	4	3	3	4	0	1	1	4	2	4	3	1	2	3	2	3	2.34782608695652	2.45454545454545	2.625	1.5
64	0	12	0	0	1	1	1	3	0	0	4	3	2	0	2	0	0	0	4	0	0	3	0	3	2	4	2	4	4	3	4	1	4	4	2	2	1.875	2.25
